"","database_identifier","chemical_formula","smiles","inchi","metabolite_identification","mass_to_charge","fragmentation","modifications","charge","retention_time","taxid","species","database","database_version","reliability","uri","search_engine","search_engine_score","smallmolecule_abundance_sub","smallmolecule_abundance_stdev_sub","smallmolecule_abundance_std_error_sub"
"77","CHEBI:85573","C48H88NO7","C[N+](C)(C)CCOP([O-])(=O)OC[C@@H](CO[*])O[*]",NA,"PC(40:5e)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","CHEBI:64431","C48H84NO8P","[H][C@@](COC([*])=O)(COP([O-])(=O)OCC[N+](C)(C)C)OC([*])=O",NA,"PC(40:6)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","CHEBI:64521","C48H82NO8P","[H][C@@](COC([*])=O)(COP([O-])(=O)OCC[N+](C)(C)C)OC([*])=O",NA,"PC(40:7)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","CHEBI:85772","C48H84NO7P","[H][C@@](CO[*])(COP([O-])(=O)OCC[N+](C)(C)C)O[*]",NA,"PC(40:7e)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","CHEBI:71712","C37H72NO8P","[H][C@@](COC([*])=O)(COP([O-])(=O)OCC[NH3+])OC([*])=O",NA,"PE(32:1)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","CHEBI:71835","C37H70NO7P","[NH3+]CCOP([O-])(=O)OC[C@@H](CO[*])O[*]",NA,"PE(32:3e)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","CHEBI:71718","C39H78NO8P","[H][C@@](COC([*])=O)(COP([O-])(=O)OCC[NH3+])OC([*])=O",NA,"PE(34:0)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","CHEBI:71721","C39H74NO8P","[H][C@@](COC([*])=O)(COP([O-])(=O)OCC[NH3+])OC([*])=O",NA,"PE(34:2)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","CHEBI:71841","C39H76NO7P","[NH3+]CCOP([O-])(=O)OC[C@@H](CO[*])O[*]",NA,"PE(34:2e)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","CHEBI:71841","C39H76NO7P","[NH3+]CCOP([O-])(=O)OC[C@@H](CO[*])O[*]",NA,"PE(34:3e)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","CHEBI:71726","C41H82NO8P","[H][C@@](COC([*])=O)(COP([O-])(=O)OCC[NH3+])OC([*])=O",NA,"PE(36:0)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","CHEBI:71727","C41H80NO8P","[H][C@@](COC([*])=O)(COP([O-])(=O)OCC[NH3+])OC([*])=O",NA,"PE(36:1)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","CHEBI:71848","C41H80NO7P","[NH3+]CCOP([O-])(=O)OC[C@@H](CO[*])O[*]",NA,"PE(36:2e)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","CHEBI:71849","C41H78NO7P","[NH3+]CCOP([O-])(=O)OC[C@@H](CO[*])O[*]",NA,"PE(36:3e)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","CHEBI:71730","C41H74NO8P","[H][C@@](COC([*])=O)(COP([O-])(=O)OCC[NH3+])OC([*])=O",NA,"PE(36:4)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","CHEBI:71850","C41H76NO7P","[NH3+]CCOP([O-])(=O)OC[C@@H](CO[*])O[*]",NA,"PE(36:4e)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","CHEBI:71852","C41H72NO7P","[NH3+]CCOP([O-])(=O)OC[C@@H](CO[*])O[*]",NA,"PE(36:6e)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","CHEBI:71734","C43H84NO8P","[H][C@@](COC([*])=O)(COP([O-])(=O)OCC[NH3+])OC([*])=O",NA,"PE(38:1)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","CHEBI:71735","C43H82NO8P","[H][C@@](COC([*])=O)(COP([O-])(=O)OCC[NH3+])OC([*])=O",NA,"PE(38:2)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","CHEBI:71736","C43H80NO8P","[H][C@@](COC([*])=O)(COP([O-])(=O)OCC[NH3+])OC([*])=O",NA,"PE(38:3)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","CHEBI:71737","C43H78NO8P","[H][C@@](COC([*])=O)(COP([O-])(=O)OCC[NH3+])OC([*])=O",NA,"PE(38:4)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","CHEBI:71857","C43H80NO7P","[NH3+]CCOP([O-])(=O)OC[C@@H](CO[*])O[*]",NA,"PE(38:4e)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","CHEBI:71738","C43H76NO8P","[H][C@@](COC([*])=O)(COP([O-])(=O)OCC[NH3+])OC([*])=O",NA,"PE(38:5)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","CHEBI:71858","C43H78NO7P","[H][C@@](CO[*])(COP([O-])(=O)OCC[NH3+])O[*]",NA,"PE(38:5e)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","CHEBI:71739","C43H74NO8P","[H][C@@](COC([*])=O)(COP([O-])(=O)OCC[NH3+])OC([*])=O",NA,"PE(38:6)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","CHEBI:71859","C43H76NO7P","[NH3+]CCOP([O-])(=O)OC[C@@H](CO[*])O[*]",NA,"PE(38:6e)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","CHEBI:132054","C43H74NO7P","[NH3+]CCOP([O-])(=O)OC[C@@H](CO[*])O[*]",NA,"PE(38:7e)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","CHEBI:71743","C45H84NO8P","[H][C@@](COC([*])=O)(COP([O-])(=O)OCC[NH3+])OC([*])=O",NA,"PE(40:3)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","CHEBI:71744","C45H82NO8P","[NH3+]CCOP([O-])(=O)OC[C@@H](COC([*])=O)OC([*])=O",NA,"PE(40:4)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","CHEBI:71864","C45H84NO7P","[NH3+]CCOP([O-])(=O)OC[C@@H](CO[*])O[*]",NA,"PE(40:4e)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","CHEBI:71746","C45H78NO8P","[H][C@@](COC([*])=O)(COP([O-])(=O)OCC[NH3+])OC([*])=O",NA,"PE(40:6)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","CHEBI:71866","C45H80NO7P","[NH3+]CCOP([O-])(=O)OC[C@@H](CO[*])O[*]",NA,"PE(40:6e)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","CHEBI:138337","C45H78NO7P","[NH3+]CCOP([O-])(=O)OC[C@@H](CO[*])O[*]",NA,"PE(40:7e)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","CHEBI:138338","C45H76NO7P","[NH3+]CCOP([O-])(=O)OC[C@@H](CO[*])O[*]",NA,"PE(40:8e)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","CHEBI:64486","C37H75N2O6P","[H][C@@](O)(C=CCCCCCCCCCCCCC)[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)NC(=O)CCCCCCCCCCCCC","InChI=1S/C37H75N2O6P/c1-6-8-10-12-14-16-18-19-21-22-24-26-28-30-36(40)35(34-45-46(42,43)44-33-32-39(3,4)5)38-37(41)31-29-27-25-23-20-17-15-13-11-9-7-2/h28,30,35-36,40H,6-27,29,31-34H2,1-5H3,(H-,38,41,42,43)/b30-28+/t35-,36+/m0/s1","SM(d18:1/14:0)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","CHEBI:78646","C39H79N2O6P","CCCCCCCCCCCCCCCC(=O)N[C@@H](COP([O-])(=O)OCC[N+](C)(C)C)[C@H](O)C=CCCCCCCCCCCCCC","InChI=1S/C39H79N2O6P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-38(42)37(36-47-48(44,45)46-35-34-41(3,4)5)40-39(43)33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h30,32,37-38,42H,6-29,31,33-36H2,1-5H3,(H-,40,43,44,45)/b32-30+/t37-,38+/m0/s1","SM(d18:1/16:0)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","CHEBI:83358","C41H83N2O6P","CCCCCCCCCCCCCCCCCC(=O)N[C@@H](COP([O-])(=O)OCC[N+](C)(C)C)[C@H](O)C=CCCCCCCCCCCCCC","InChI=1S/C41H83N2O6P/c1-6-8-10-12-14-16-18-20-21-23-25-27-29-31-33-35-41(45)42-39(38-49-50(46,47)48-37-36-43(3,4)5)40(44)34-32-30-28-26-24-22-19-17-15-13-11-9-7-2/h32,34,39-40,44H,6-31,33,35-38H2,1-5H3,(H-,42,45,46,47)/b34-32+/t39-,40+/m0/s1","SM(d18:1/18:0)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","CHEBI:83359","C43H87N2O6P","CCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](COP([O-])(=O)OCC[N+](C)(C)C)[C@H](O)C=CCCCCCCCCCCCCC","InChI=1S/C43H87N2O6P/c1-6-8-10-12-14-16-18-20-21-22-23-25-27-29-31-33-35-37-43(47)44-41(40-51-52(48,49)50-39-38-45(3,4)5)42(46)36-34-32-30-28-26-24-19-17-15-13-11-9-7-2/h34,36,41-42,46H,6-33,35,37-40H2,1-5H3,(H-,44,47,48,49)/b36-34+/t41-,42+/m0/s1","SM(d18:1/20:0)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","CHEBI:131459","C43H85N2O6P","[C@@H]([C@@H](/C=C/CCCCCCCCCCCCC)O)(COP(OCC[N+](C)(C)C)(=O)[O-])NC(=O)*",NA,"SM(d18:1/20:1)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","CHEBI:84484","C44H89N2O6P","CCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](COP([O-])(=O)OCC[N+](C)(C)C)[C@H](O)C=CCCCCCCCCCCCCC","InChI=1S/C44H89N2O6P/c1-6-8-10-12-14-16-18-20-21-22-23-24-26-28-30-32-34-36-38-44(48)45-42(41-52-53(49,50)51-40-39-46(3,4)5)43(47)37-35-33-31-29-27-25-19-17-15-13-11-9-7-2/h35,37,42-43,47H,6-34,36,38-41H2,1-5H3,(H-,45,48,49,50)/b37-35+/t42-,43+/m0/s1","SM(d18:1/21:0)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","CHEBI:83850","C24H48N2O6P","CCCCCCCCCCCCCC=C[C@@H](O)[C@H](COP([O-])(=O)OCC[N+](C)(C)C)NC([*])=O",NA,"SM(d18:1/22:1)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","CHEBI:85015","C46H91N2O6P","CCCCCCCCCCCCCC=C[C@@H](O)[C@H](COP([O-])(=O)OCC[N+](C)(C)C)NC([*])=O",NA,"SM(d18:1/23:1)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","CHEBI:107726","C47H93N2O6P","[C@@H]([C@@H](/C=C/CCCCCCCCCCCCC)O)(COP(OCC[N+](C)(C)C)(=O)[O-])NC(=O)*",NA,"SM(d18:1/24:1)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","CHEBI:132058","C48H97N2O6P","C(CCCCCCCCCCCCCCCCCCCCCCCC)(N[C@H]([C@@H](/C=C/CCCCCCCCCCCCC)O)COP(OCC[N+](C)(C)C)(=O)[O-])=O","InChI=1S/C48H97N2O6P/c1-6-8-10-12-14-16-18-20-21-22-23-24-25-26-27-28-30-32-34-36-38-40-42-48(52)49-46(45-56-57(53,54)55-44-43-50(3,4)5)47(51)41-39-37-35-33-31-29-19-17-15-13-11-9-7-2/h39,41,46-47,51H,6-38,40,42-45H2,1-5H3,(H-,49,52,53,54)/b41-39+/t46-,47+/m0/s1","SM(d18:1/25:0)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","CHEBI:131478","C48H93N2O6P","[C@@H]([C@@H](/C=C/CCCCCCCCCCCCC)O)(COP(OCC[N+](C)(C)C)(=O)[O-])NC(=O)*",NA,"SM(d18:1/25:2)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","CHEBI:85009","C49H95N2O6P","CCCCCCCCCCCCCC=C[C@@H](O)[C@H](COP([O-])(=O)OCC[N+](C)(C)C)NC([*])=O",NA,"SM(d18:1/26:2)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","CHEBI:138343","C50H95N2O6P","C(CCCCCCCCCC)CCC=C[C@@H](O)[C@@H](NC(=O)*)COP(=O)([O-])OCC[N+](C)(C)C",NA,"SM(d18:1/27:3)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","CHEBI:138342","C53H100O6","C(C(OC(*)=O)COC(=O)*)OC(=O)*",NA,"TG(16:0/18:1/16:0)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","CHEBI:90293","C45H86O6","[*]C(=O)OCC(COC([*])=O)OC([*])=O",NA,"TG(42:0)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","CHEBI:90294","C45H84O6","[*]C(=O)OCC(COC([*])=O)OC([*])=O",NA,"TG(42:1)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","CHEBI:136348","C45H82O6","C(C(OC(*)=O)COC(=O)*)OC(=O)*",NA,"TG(42:2)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","CHEBI:90296","C47H90O6","[*]C(=O)OCC(COC([*])=O)OC([*])=O",NA,"TG(44:0)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","CHEBI:90297","C47H88O6","[*]C(=O)OCC(COC([*])=O)OC([*])=O",NA,"TG(44:1)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","CHEBI:90298","C47H86O6","[*]C(=O)OCC(COC([*])=O)OC([*])=O",NA,"TG(44:2)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","CHEBI:90300","C48H92O6","[*]C(=O)OCC(COC([*])=O)OC([*])=O",NA,"TG(45:0)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","CHEBI:138345","C48H90O6","C(C(OC(*)=O)COC(=O)*)OC(=O)*",NA,"TG(45:1)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","CHEBI:85868","C49H94O6","[*]C(=O)OCC(COC([*])=O)OC([*])=O",NA,"TG(46:0)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","CHEBI:85869","C49H92O6","[*]C(=O)OCC(COC([*])=O)OC([*])=O",NA,"TG(46:1)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","CHEBI:77447","C49H90O6","[*]C(=O)OCC(COC([*])=O)OC([*])=O",NA,"TG(46:2)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","CHEBI:132009","C49H88O6","C(C(OC(*)=O)COC(=O)*)OC(=O)*",NA,"TG(46:3)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","CHEBI:85817","C49H82O6","[*]C(=O)OCC(COC([*])=O)OC([*])=O",NA,"TG(46:6)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","CHEBI:85822","C50H96O6","[*]C(=O)OCC(COC([*])=O)OC([*])=O",NA,"TG(47:0)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","CHEBI:85724","C50H94O6","[*]C(=O)OCC(COC([*])=O)OC([*])=O",NA,"TG(47:1)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","CHEBI:132731","C50H92O6","C(C(OC(*)=O)COC(=O)*)OC(=O)*",NA,"TG(47:2)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","CHEBI:85870","C51H98O6","[*]C(=O)OCC(COC([*])=O)OC([*])=O",NA,"TG(48:0)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","CHEBI:85726","C51H96O6","[*]C(=O)OCC(COC([*])=O)OC([*])=O",NA,"TG(48:1)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","CHEBI:85725","C51H94O6","[*]C(=O)OCC(COC([*])=O)OC([*])=O",NA,"TG(48:2)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","CHEBI:85871","C51H92O6","[*]C(=O)OCC(COC([*])=O)OC([*])=O",NA,"TG(48:3)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","CHEBI:85825","C51H90O6","[*]C(=O)OCC(COC([*])=O)OC([*])=O",NA,"TG(48:4)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","CHEBI:85826","C52H100O6","[*]C(=O)OCC(COC([*])=O)OC([*])=O",NA,"TG(49:0)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","CHEBI:85826","C52H100O6","[*]C(=O)OCC(COC([*])=O)OC([*])=O",NA,"TG(49:0)*",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","CHEBI:85728","C52H98O6","[*]C(=O)OCC(COC([*])=O)OC([*])=O",NA,"TG(49:1)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","CHEBI:85727","C52H96O6","[*]C(=O)OCC(COC([*])=O)OC([*])=O",NA,"TG(49:2)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","CHEBI:85828","C52H94O6","[*]C(=O)OCC(COC([*])=O)OC([*])=O",NA,"TG(49:3)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","CHEBI:85874","C53H102O6","C(C(OC(*)=O)COC(=O)*)OC(=O)*",NA,"TG(50:0)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","CHEBI:84665","C53H100O6","[*]C(=O)OCC(COC([*])=O)OC([*])=O",NA,"TG(50:1)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","CHEBI:84662","C53H98O6","[*]C(=O)OCC(COC([*])=O)OC([*])=O",NA,"TG(50:2)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","CHEBI:85729","C53H96O6","[*]C(=O)OCC(COC([*])=O)OC([*])=O",NA,"TG(50:3)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","CHEBI:85832","C53H94O6","[*]C(=O)OCC(COC([*])=O)OC([*])=O",NA,"TG(50:4)",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","CHEBI:90301","C53H92O6","[*]C(=O)OCC(COC([*])=O)OC([*])=O",NA,"TG(50:5)*",NA,NA,NA,NA,NA,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
