"","database_identifier","chemical_formula","smiles","inchi","metabolite_identification","mass_to_charge","fragmentation","modifications","charge","retention_time","taxid","species","database","database_version","reliability","uri","search_engine","search_engine_score","smallmolecule_abundance_sub","smallmolecule_abundance_stdev_sub","smallmolecule_abundance_std_error_sub"
"90","unknown",NA,NA,NA,"Unknown 39",NA,NA,NA,NA,631.579,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","unknown",NA,NA,NA,"Unknown 40",NA,NA,NA,NA,633.029,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",NA,NA,NA,NA,"Octadecane, 1-iodo-",NA,NA,NA,NA,633.929,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","CHEBI:16010","C5H7NO3","OC(=O)C1CCC(=O)N1","InChI=1S/C5H7NO3/c7-4-2-1-3(6-4)5(8)9/h3H,1-2H2,(H,6,7)(H,8,9)","Pyroglutamic acid_1731_3TMS",NA,NA,NA,NA,643.729,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","unknown",NA,NA,NA,"Unknown 41",NA,NA,NA,NA,644.529,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","unknown",NA,NA,NA,"Unknown 42",NA,NA,NA,NA,645.529,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","unknown",NA,NA,NA,"Unknown 43",NA,NA,NA,NA,646.379,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","CHEBI:17230","C4H9NO2S","NC(CCS)C(O)=O","InChI=1S/C4H9NO2S/c5-3(1-2-8)4(6)7/h3,8H,1-2,5H2,(H,6,7)","Homocysteine_1730_3TMS",NA,NA,NA,NA,647.579,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","CHEBI:4167","C6H12O6","OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O","InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3-,4+,5-,6?/m1/s1","Glucopyranose, 1,2,3,4,6-pentakis-O-(trimethylsilyl)-, D-",NA,NA,NA,NA,650.979,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","CHEBI:32926","C18H38","CCCCCCCCCCCCCCCCCC","InChI=1S/C18H38/c1-3-5-7-9-11-13-15-17-18-16-14-12-10-8-6-4-2/h3-18H2,1-2H3","Octadecane",NA,NA,NA,NA,651.529,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","unknown",NA,NA,NA,"Unknown 44",NA,NA,NA,NA,653.129,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","CHEBI:28044","C9H11NO2","NC(Cc1ccccc1)C(O)=O","InChI=1S/C9H11NO2/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5,8H,6,10H2,(H,11,12)","Phenylalanine_1768_2TMS",NA,NA,NA,NA,656.829,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","unknown",NA,NA,NA,"Unknown 45",NA,NA,NA,NA,659.629,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","unknown",NA,NA,NA,"Unknown 46",NA,NA,NA,NA,662.379,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","unknown",NA,NA,NA,"Unknown 47",NA,NA,NA,NA,662.679,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","unknown",NA,NA,NA,"Unknown 48",NA,NA,NA,NA,663.229,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","unknown",NA,NA,NA,"Unknown 49",NA,NA,NA,NA,663.679,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","CHEBI:79054",NA,NA,NA,"Arabinofuranose, 1,2,3,5-tetrakis-O-(trimethylsilyl)-",NA,NA,NA,NA,664.329,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","unknown",NA,NA,NA,"Unknown 50",NA,NA,NA,NA,665.729,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","unknown",NA,NA,NA,"Unknown 51",NA,NA,NA,NA,666.379,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","CHEBI:28044","C9H11NO2","NC(Cc1ccccc1)C(O)=O","InChI=1S/C9H11NO2/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5,8H,6,10H2,(H,11,12)","Phenylalanine_1793_1TMS",NA,NA,NA,NA,667.329,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","unknown",NA,NA,NA,"Unknown 52",NA,NA,NA,NA,668.879,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","CHEBI:18257","C5H12N2O2","NCCCC(N)C(O)=O","InChI=1S/C5H12N2O2/c6-3-1-2-4(7)5(8)9/h4H,1-3,6-7H2,(H,8,9)","Ornithine_1805_2TMS",NA,NA,NA,NA,670.079,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","CHEBI:29888","H4O7P2","OP(O)(=O)OP(O)(O)=O","InChI=1S/H4O7P2/c1-8(2,3)7-9(4,5)6/h(H2,1,2,3)(H2,4,5,6)","Silanol, trimethyl-, pyrophosphate (4:1)",NA,NA,NA,NA,671.129,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","unknown",NA,NA,NA,"Unknown 53",NA,NA,NA,NA,675.579,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","CHEBI:14336",NA,NA,NA,"Phosphoric acid, bis(trimethylsilyl) 2,3-bis[(trimethylsilyl)oxy]propyl ester",NA,NA,NA,NA,676.879,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","unknown",NA,NA,NA,"Unknown 54",NA,NA,NA,NA,677.929,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","CHEBI:28260","C6H12O6","C(C1C(C(C(C(O1)O)O)O)O)O","InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2?,3-,4-,5?,6?/m0/s1","Galactose_1854_5TMS",NA,NA,NA,NA,678.829,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","CHEBI:16010","C5H7NO3","OC(=O)C1CCC(=O)N1","InChI=1S/C5H7NO3/c7-4-2-1-3(6-4)5(8)9/h3H,1-2H2,(H,6,7)(H,8,9)","N,O-Bis-(trimethylsilyl)-2-pyrrolidone carboxylic acid",NA,NA,NA,NA,681.479,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","unknown",NA,NA,NA,"Unknown 55",NA,NA,NA,NA,681.779,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","unknown",NA,NA,NA,"Unknown 56",NA,NA,NA,NA,683.029,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","unknown",NA,NA,NA,"Unknown 57",NA,NA,NA,NA,686.229,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","unknown",NA,NA,NA,"Unknown 58",NA,NA,NA,NA,686.679,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","unknown",NA,NA,NA,"Unknown 59",NA,NA,NA,NA,688.929,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","unknown",NA,NA,NA,"Unknown 60",NA,NA,NA,NA,689.429,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","unknown",NA,NA,NA,"Unknown 61",NA,NA,NA,NA,689.629,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","CHEBI:30769","C6H8O7","OC(=O)CC(O)(CC(O)=O)C(O)=O","InChI=1S/C6H8O7/c7-3(8)1-6(13,5(11)12)2-4(9)10/h13H,1-2H2,(H,7,8)(H,9,10)(H,11,12)","Citric Acid_1879_4TMS",NA,NA,NA,NA,690.679,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","unknown",NA,NA,NA,"Unknown 62",NA,NA,NA,NA,695.129,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","unknown",NA,NA,NA,"Unknown 63",NA,NA,NA,NA,701.729,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","unknown",NA,NA,NA,"Unknown 64",NA,NA,NA,NA,701.929,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","unknown",NA,NA,NA,"Unknown 65",NA,NA,NA,NA,702.379,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","CHEBI:25094","C6H14N2O2","NCCCCC(N)C(O)=O","InChI=1S/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)","Lysine_1893_4TMS",NA,NA,NA,NA,703.229,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","unknown",NA,NA,NA,"Unknown 66",NA,NA,NA,NA,704.029,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","unknown",NA,NA,NA,"Unknown 67",NA,NA,NA,NA,704.679,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","unknown",NA,NA,NA,"Unknown 68",NA,NA,NA,NA,708.929,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","unknown",NA,NA,NA,"Unknown 69",NA,NA,NA,NA,709.329,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","CHEBI:25094","C6H14N2O2","NCCCCC(N)C(O)=O","InChI=1S/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)","Lysine_1916_3TMS",NA,NA,NA,NA,709.929,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","CHEBI:32931","C21H44","CCCCCCCCCCCCCCCCCCCCC","InChI=1S/C21H44/c1-3-5-7-9-11-13-15-17-19-21-20-18-16-14-12-10-8-6-4-2/h3-21H2,1-2H3","Heneicosane",NA,NA,NA,NA,712.029,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","unknown",NA,NA,NA,"Unknown 70",NA,NA,NA,NA,713.679,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","unknown",NA,NA,NA,"Unknown 71",NA,NA,NA,NA,713.979,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","unknown",NA,NA,NA,"Unknown 72",NA,NA,NA,NA,725.079,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","CHEBI:17268","C6H12O6","O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@@H]1O","InChI=1S/C6H12O6/c7-1-2(8)4(10)6(12)5(11)3(1)9/h1-12H/t1-,2-,3-,4+,5-,6-","Myo-Inositol, 1,2,3,4,5,6-hexakis-O-(trimethylsilyl)-",NA,NA,NA,NA,726.379,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","CHEBI:18186","C9H11NO3","NC(Cc1ccc(O)cc1)C(O)=O","InChI=1S/C9H11NO3/c10-8(9(12)13)5-6-1-3-7(11)4-2-6/h1-4,8,11H,5,10H2,(H,12,13)","Tyrosine_2041_3TMS",NA,NA,NA,NA,742.629,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","unknown",NA,NA,NA,"Unknown 73",NA,NA,NA,NA,746.079,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","CHEBI:28729","C6H12O6","OC[C@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@@H]1O","InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3-,4+,5+,6+/m1/s1","alpha-D-Mannopyranose, 1,2,3,4,6-pentakis-O-(trimethylsilyl)-",NA,NA,NA,NA,749.029,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","unknown",NA,NA,NA,"Unknown 74",NA,NA,NA,NA,750.629,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","CHEBI:17992","C12H22O11","OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O","InChI=1S/C12H22O11/c13-1-4-6(16)8(18)9(19)11(21-4)23-12(3-15)10(20)7(17)5(2-14)22-12/h4-11,13-20H,1-3H2/t4-,5-,6-,7-,8+,9-,10+,11-,12+/m1/s1","Sucrose_2323_8TMS",NA,NA,NA,NA,756.879,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","CHEBI:15760","C8H11NO","NCCc1ccc(O)cc1","InChI=1S/C8H11NO/c9-6-5-7-1-3-8(10)4-2-7/h1-4,10H,5-6,9H2","Tyramine_2093_2TMS",NA,NA,NA,NA,760.379,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"148",NA,NA,NA,NA,"9H-Purine, 9-(trimethylsilyl)-6-[(trimethylsilyl)oxy]-",NA,NA,NA,NA,761.629,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","unknown",NA,NA,NA,"Unknown 75",NA,NA,NA,NA,762.129,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","CHEBI:17964","C6H11NO2","OC(=O)C1CCCCN1","InChI=1S/C6H11NO2/c8-6(9)5-3-1-2-4-7-5/h5,7H,1-4H2,(H,8,9)","2-Piperidinecarboxylic acid, 1-(trimethylsilyl)-, trimethylsilyl ester",NA,NA,NA,NA,765.529,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","unknown",NA,NA,NA,"Unknown 76",NA,NA,NA,NA,766.579,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","CHEBI:15756","C16H32O2","CCCCCCCCCCCCCCCC(O)=O","InChI=1S/C16H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16(17)18/h2-15H2,1H3,(H,17,18)","Hexadecanoic acid_2101_1TMS",NA,NA,NA,NA,766.829,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","CHEBI:15756","C16H32O2","CCCCCCCCCCCCCCCC(O)=O","InChI=1S/C16H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16(17)18/h2-15H2,1H3,(H,17,18)","Hexadecanoic acid_2101_1TMS:2",NA,NA,NA,NA,767.179,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","unknown",NA,NA,NA,"Unknown 77",NA,NA,NA,NA,771.729,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","unknown",NA,NA,NA,"Unknown 78",NA,NA,NA,NA,775.979,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","CHEBI:16708","C5H5N5","Nc1ncnc2[nH]cnc12","InChI=1S/C5H5N5/c6-4-3-5(9-1-7-3)10-2-8-4/h1-2H,(H3,6,7,8,9,10)","9H-Purin-6-amine, N,9-bis(trimethylsilyl)-",NA,NA,NA,NA,776.229,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","unknown",NA,NA,NA,"Unknown 79",NA,NA,NA,NA,777.679,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","unknown",NA,NA,NA,"Unknown 80",NA,NA,NA,NA,781.729,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","CHEBI:132293","C21H44","CCCCCCCCCCCCCCCCCCC(C)C","InChI=1S/C21H44/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21(2)3/h21H,4-20H2,1-3H3","Eicosane, 2-methyl-",NA,NA,NA,NA,797.329,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","unknown",NA,NA,NA,"Unknown 81",NA,NA,NA,NA,800.729,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","unknown",NA,NA,NA,"Unknown 82",NA,NA,NA,NA,801.129,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","unknown",NA,NA,NA,"Unknown 83",NA,NA,NA,NA,802.579,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","unknown",NA,NA,NA,"Unknown 84",NA,NA,NA,NA,805.929,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","unknown",NA,NA,NA,"Unknown 85",NA,NA,NA,NA,811.879,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","unknown",NA,NA,NA,"Unknown 86",NA,NA,NA,NA,818.079,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","CHEBI:28842","C18H36O2","C(CCCCCCCCCC)CCCCCCC(=O)O","InChI=1S/C18H36O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h2-17H2,1H3,(H,19,20)","Octadecanoic acid_2292_1TMS",NA,NA,NA,NA,819.529,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","unknown",NA,NA,NA,"Unknown 87",NA,NA,NA,NA,819.779,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","CHEBI:16196","C18H34O2","CCCCCCCCC=C/CCCCCCCC(O)=O","InChI=1S/C18H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h9-10H,2-8,11-17H2,1H3,(H,19,20)/b10-9-","Oleic acid_2310_1TMS",NA,NA,NA,NA,822.229,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","CHEBI:17964","C6H11NO2","OC(=O)C1CCCCN1","InChI=1S/C6H11NO2/c8-6(9)5-3-1-2-4-7-5/h5,7H,1-4H2,(H,8,9)","2-Piperidinecarboxylic acid, 1-(trimethylsilyl)-, trimethylsilyl ester:2",NA,NA,NA,NA,822.929,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","unknown",NA,NA,NA,"Unknown 88",NA,NA,NA,NA,824.079,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","CHEBI:17964","C6H11NO2","OC(=O)C1CCCCN1","InChI=1S/C6H11NO2/c8-6(9)5-3-1-2-4-7-5/h5,7H,1-4H2,(H,8,9)","2-Piperidinecarboxylic acid, 1-(trimethylsilyl)-, trimethylsilyl ester:3",NA,NA,NA,NA,829.579,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","unknown",NA,NA,NA,"Unknown 89",NA,NA,NA,NA,830.629,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","unknown",NA,NA,NA,"Unknown 90",NA,NA,NA,NA,831.479,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","CHEBI:17802","C9H12N2O6","OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)c1c[nH]c(=O)[nH]c1=O","InChI=1S/C9H12N2O6/c12-2-4-5(13)6(14)7(17-4)3-1-10-9(16)11-8(3)15/h1,4-7,12-14H,2H2,(H2,10,11,15,16)/t4-,5-,6-,7+/m1/s1","Pseudouridine_2404_4TMS",NA,NA,NA,NA,838.379,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","CHEBI:17964","C6H11NO2","OC(=O)C1CCCCN1","InChI=1S/C6H11NO2/c8-6(9)5-3-1-2-4-7-5/h5,7H,1-4H2,(H,8,9)","2-Piperidinecarboxylic acid, 1-(trimethylsilyl)-, trimethylsilyl ester:4",NA,NA,NA,NA,839.629,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","CHEBI:18243","C8H11NO2","NCCc1ccc(O)c(O)c1","InChI=1S/C8H11NO2/c9-4-3-6-1-2-7(10)8(11)5-6/h1-2,5,10-11H,3-4,9H2","Silanamine, N-[2-[3,4-bis[(trimethylsilyl)oxy]phenyl]ethyl]-1,1,1-trimethyl-N-(trimethylsilyl)-",NA,NA,NA,NA,843.029,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","CHEBI:16010","C5H7NO3","OC(=O)C1CCC(=O)N1","InChI=1S/C5H7NO3/c7-4-2-1-3(6-4)5(8)9/h3H,1-2H2,(H,6,7)(H,8,9)","Pyroglutamic acid_1731_3TMS:2",NA,NA,NA,NA,843.629,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","unknown",NA,NA,NA,"Unknown 91",NA,NA,NA,NA,844.329,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","unknown",NA,NA,NA,"Unknown 92",NA,NA,NA,NA,846.079,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","CHEBI:16828","C11H12N2O2","N[C@@H](Cc1c[nH]c2ccccc12)C(O)=O","InChI=1S/C11H12N2O2/c12-9(11(14)15)5-7-6-13-10-4-2-1-3-8(7)10/h1-4,6,9,13H,5,12H2,(H,14,15)/t9-/m0/s1","L-Tryptophan, N,1-bis(trimethylsilyl)-, trimethylsilyl ester",NA,NA,NA,NA,848.279,"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562","Escherichia coli",NA,NA,NA,NA,NA,NA,NA,NA,NA
