"","database_identifier","chemical_formula","smiles","inchi","metabolite_identification","mass_to_charge","fragmentation","modifications","charge","retention_time","taxid","species","database","database_version","reliability","uri","search_engine","search_engine_score","smallmolecule_abundance_sub","smallmolecule_abundance_stdev_sub","smallmolecule_abundance_std_error_sub"
"59","CHEBI:17687","C26H43NO6","C[C@H](CCC(=O)NCC(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C","InChI=1S/C26H43NO6/c1-14(4-7-22(31)27-13-23(32)33)17-5-6-18-24-19(12-21(30)26(17,18)3)25(2)9-8-16(28)10-15(25)11-20(24)29/h14-21,24,28-30H,4-13H2,1-3H3,(H,27,31)(H,32,33)/t14-,15+,16-,17-,18+,19+,20-,21+,24+,25+,26-/m1/s1","Glycocholic acid isomer 3",464.30083,NA,"[(M-H)]-",1,7.12,"EFO:http://purl.obolibrary.org/obo/NCBITaxon_9606","Homo sapiens",NA,NA,4,NA,NA,NA,NA,NA,NA
"60","CHEBI:70747","C10H18O4","CCCCCCCC(C(O)=O)C(O)=O","InChI=1S/C10H18O4/c1-2-3-4-5-6-7-8(9(11)12)10(13)14/h8H,2-7H2,1H3,(H,11,12)(H,13,14)","Heptylmalonic acid",201.112663,NA,"[(M-H)]-",1,6.05,"EFO:http://purl.obolibrary.org/obo/NCBITaxon_9606","Homo sapiens",NA,NA,4,NA,NA,NA,NA,NA,NA
"61","CHEBI:64390","C8H15NO3","CCCCCC(=O)NCC(O)=O","InChI=1S/C8H15NO3/c1-2-3-4-5-7(10)9-6-8(11)12/h2-6H2,1H3,(H,9,10)(H,11,12)","Hexanoylglycine",172.097037,NA,"[(M-H)]-",1,6.45,"EFO:http://purl.obolibrary.org/obo/NCBITaxon_9606","Homo sapiens",NA,NA,5,NA,NA,NA,NA,NA,NA
"62","CHEBI:18089","C9H9NO3","OC(=O)CNC(=O)c1ccccc1","InChI=1S/C9H9NO3/c11-8(12)6-10-9(13)7-4-2-1-3-5-7/h1-5H,6H2,(H,10,13)(H,11,12)","Hippuric acid",178.050869,NA,"[(M-H)]-",1,5.87,"EFO:http://purl.obolibrary.org/obo/NCBITaxon_9606","Homo sapiens",NA,NA,5,NA,NA,NA,NA,NA,NA
"63","CHEBI:24679","C7H8O2",NA,NA,"Hydroxybenzyl alcohol isomer",123.044469,NA,"[(M-H)]-",1,6.19,"EFO:http://purl.obolibrary.org/obo/NCBITaxon_9606","Homo sapiens",NA,NA,4,NA,NA,NA,NA,NA,NA
"64","CHEBI:17385","C9H10O4","OC(Cc1ccc(O)cc1)C(O)=O","InChI=1S/C9H10O4/c10-7-3-1-6(2-4-7)5-8(11)9(12)13/h1-4,8,10-11H,5H2,(H,12,13)","Hydroxyphenyllactic acid",181.049264,NA,"[(M-H)]-",1,5.22,"EFO:http://purl.obolibrary.org/obo/NCBITaxon_9606","Homo sapiens",NA,NA,5,NA,NA,NA,NA,NA,NA
"65","CHEBI:70766","C8H14O5","OC(CCCCC(O)=O)CC(O)=O","InChI=1S/C8H14O5/c9-6(5-8(12)13)3-1-2-4-7(10)11/h6,9H,1-5H2,(H,10,11)(H,12,13)","Hydroxysuberic acid isomer 1",189.075793,NA,"[(M-H)]-",1,4.9,"EFO:http://purl.obolibrary.org/obo/NCBITaxon_9606","Homo sapiens",NA,NA,4,NA,NA,NA,NA,NA,NA
"66","CHEBI:70766","C8H14O5","OC(CCCCC(O)=O)CC(O)=O","InChI=1S/C8H14O5/c9-6(5-8(12)13)3-1-2-4-7(10)11/h6,9H,1-5H2,(H,10,11)(H,12,13)","Hydroxysuberic acid isomer 2",189.075793,NA,"[(M-H)]-",1,5.15,"EFO:http://purl.obolibrary.org/obo/NCBITaxon_9606","Homo sapiens",NA,NA,4,NA,NA,NA,NA,NA,NA
"67","CHEBI:136818","C8H15NO3","C([C@@H](NC(=O)CC(C)C)C)(=O)O","InChI=1S/C8H15NO3/c1-5(2)4-7(10)9-6(3)8(11)12/h5-6H,4H2,1-3H3,(H,9,10)(H,11,12)/t6-/m0/s1","Isovalerylalanine isomer",172.097036,NA,"[(M-H)]-",1,6.5,"EFO:http://purl.obolibrary.org/obo/NCBITaxon_9606","Homo sapiens",NA,NA,4,NA,NA,NA,NA,NA,NA
"68","CHEBI:48430","C6H10O3","CC(C)CC(=O)C(O)=O","InChI=1S/C6H10O3/c1-4(2)3-5(7)6(8)9/h4H,3H2,1-2H3,(H,8,9)","Ketoleucine",129.055733,NA,"[(M-H)]-",1,5.7,"EFO:http://purl.obolibrary.org/obo/NCBITaxon_9606","Homo sapiens",NA,NA,5,NA,NA,NA,NA,NA,NA
"69","CHEBI:18344","C10H7NO3","OC(=O)c1cc(O)c2ccccc2n1","InChI=1S/C10H7NO3/c12-9-5-8(10(13)14)11-7-4-2-1-3-6(7)9/h1-5H,(H,11,12)(H,13,14)","Kynurenic acid",188.034174,NA,"[(M-H)]-",1,5.39,"EFO:http://purl.obolibrary.org/obo/NCBITaxon_9606","Homo sapiens",NA,NA,5,NA,NA,NA,NA,NA,NA
"70","CHEBI:6650","C4H6O5","OC(CC(O)=O)C(O)=O","InChI=1S/C4H6O5/c5-2(4(8)9)1-3(6)7/h2,5H,1H2,(H,6,7)(H,8,9)","Malic acid",133.013511,NA,"[(M-H)]-",1,1.08,"EFO:http://purl.obolibrary.org/obo/NCBITaxon_9606","Homo sapiens",NA,NA,5,NA,NA,NA,NA,NA,NA
"71","CHEBI:68496","C8H8O4","COc1cccc(C(O)=O)c1O","InChI=1S/C8H8O4/c1-12-6-4-2-3-5(7(6)9)8(10)11/h2-4,9H,1H3,(H,10,11)","Methoxysalicylic acid isomer",167.033931,NA,"[(M-H)]-",1,NA,"EFO:http://purl.obolibrary.org/obo/NCBITaxon_9606","Homo sapiens",NA,NA,4,NA,NA,NA,NA,NA,NA
"72","CHEBI:70831","C7H13NO3","COC(=O)N1CCCC1CO","InChI=1S/C7H13NO3/c1-11-7(10)8-4-2-3-6(8)5-9/h6,9H,2-5H2,1H3","Methyl (hydroxymethyl)pyrrolidine-carboxylate",158.08207,NA,"[(M-H)]-",1,4.6,"EFO:http://purl.obolibrary.org/obo/NCBITaxon_9606","Homo sapiens",NA,NA,4,NA,NA,NA,NA,NA,NA
"73","CHEBI:70831","C7H13NO3","COC(=O)N1CCCC1CO","InChI=1S/C7H13NO3/c1-11-7(10)8-4-2-3-6(8)5-9/h6,9H,2-5H2,1H3","Methyl (hydroxy)piperidine-carboxylate",158.08207,NA,"[(M-H)]-",1,4.6,"EFO:http://purl.obolibrary.org/obo/NCBITaxon_9606","Homo sapiens",NA,NA,4,NA,NA,NA,NA,NA,NA
"74","CHEBI:68455","C10H11NO3","Cc1ccccc1C(=O)NCC(O)=O","InChI=1S/C10H11NO3/c1-7-4-2-3-5-8(7)10(14)11-6-9(12)13/h2-5H,6H2,1H3,(H,11,14)(H,12,13)","o-methylhippuric acid",192.065356,NA,"[(M-H)]-",1,6.25,"EFO:http://purl.obolibrary.org/obo/NCBITaxon_9606","Homo sapiens",NA,NA,4,NA,NA,NA,NA,NA,NA
"75","CHEBI:68500","C10H11NO3","Cc1cccc(c1)C(=O)NCC(O)=O","InChI=1S/C10H11NO3/c1-7-3-2-4-8(5-7)10(14)11-6-9(12)13/h2-5H,6H2,1H3,(H,11,14)(H,12,13)","m-methylhippuric acid",192.065356,NA,"[(M-H)]-",1,6.25,"EFO:http://purl.obolibrary.org/obo/NCBITaxon_9606","Homo sapiens",NA,NA,4,NA,NA,NA,NA,NA,NA
"76","CHEBI:68552","C10H11NO3","Cc1ccc(cc1)C(=O)NCC(O)=O","InChI=1S/C10H11NO3/c1-7-2-4-8(5-3-7)10(14)11-6-9(12)13/h2-5H,6H2,1H3,(H,11,14)(H,12,13)","p-methylhippuric acid",192.065356,NA,"[(M-H)]-",1,6.25,"EFO:http://purl.obolibrary.org/obo/NCBITaxon_9606","Homo sapiens",NA,NA,4,NA,NA,NA,NA,NA,NA
"77","CHEBI:24844","C11H15N4O5",NA,NA,"Methylinosine",281.088049,NA,"[(M-H)]-",1,4.45,"EFO:http://purl.obolibrary.org/obo/NCBITaxon_9606","Homo sapiens",NA,NA,4,NA,NA,NA,NA,NA,NA
"78","CHEBI:17710","C6H12O4","C[C@@](O)(CCO)CC(O)=O","InChI=1S/C6H12O4/c1-6(10,2-3-7)4-5(8)9/h7,10H,2-4H2,1H3,(H,8,9)/t6-/m1/s1","Mevalonic acid isomer 1",147.065655,NA,"[(M-H)]-",1,4.55,"EFO:http://purl.obolibrary.org/obo/NCBITaxon_9606","Homo sapiens",NA,NA,4,NA,NA,NA,NA,NA,NA
"79","CHEBI:70824","C9H9NO4","OC(=O)CNC(=O)c1cccc(O)c1","InChI=1S/C9H9NO4/c11-7-3-1-2-6(4-7)9(14)10-5-8(12)13/h1-4,11H,5H2,(H,10,14)(H,12,13)","m-Hydroxyhippuric acid",194.045742,NA,"[(M-H)]-",1,6,"EFO:http://purl.obolibrary.org/obo/NCBITaxon_9606","Homo sapiens",NA,NA,4,NA,NA,NA,NA,NA,NA
"80","CHEBI:70973","C10H10O4","C=1C=CC(=C(C1)C(=O)OCC)C(=O)O","InChI=1S/C10H10O4/c1-2-14-10(13)8-6-4-3-5-7(8)9(11)12/h3-6H,2H2,1H3,(H,11,12)","Monoethyl phthalate",193.049576,NA,"[(M-H)]-",1,7.45,"EFO:http://purl.obolibrary.org/obo/NCBITaxon_9606","Homo sapiens",NA,NA,4,NA,NA,NA,NA,NA,NA
"81","CHEBI:31885","C8H13NO5","CC(=O)N[C@@H](CCCC(O)=O)C(O)=O","InChI=1S/C8H13NO5/c1-5(10)9-6(8(13)14)3-2-4-7(11)12/h6H,2-4H2,1H3,(H,9,10)(H,11,12)(H,13,14)/t6-/m0/s1","N2-Acetylaminoadipic acid",202.070946,NA,"[(M-H)]-",1,4.05,"EFO:http://purl.obolibrary.org/obo/NCBITaxon_9606","Homo sapiens",NA,NA,4,NA,NA,NA,NA,NA,NA
"82","CHEBI:70989","C11H15N3O6","CC(=O)Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1","InChI=1S/C11H15N3O6/c1-5(16)12-7-2-3-14(11(19)13-7)10-9(18)8(17)6(4-15)20-10/h2-3,6,8-10,15,17-18H,4H2,1H3,(H,12,13,16,19)/t6-,8-,9-,10-/m1/s1","N4-Acetylcytidine",284.087683,NA,"[(M-H)]-",1,4.51,"EFO:http://purl.obolibrary.org/obo/NCBITaxon_9606","Homo sapiens",NA,NA,5,NA,NA,NA,NA,NA,NA
"83","CHEBI:21547","C6H9NO5","CC(=O)N[C@@H](CC(O)=O)C(O)=O","InChI=1S/C6H9NO5/c1-3(8)7-4(6(11)12)2-5(9)10/h4H,2H2,1H3,(H,7,8)(H,9,10)(H,11,12)/t4-/m0/s1","N-Acetyl-aspartic acid",174.039751,NA,"[(M-H)]-",1,1.04,"EFO:http://purl.obolibrary.org/obo/NCBITaxon_9606","Homo sapiens",NA,NA,5,NA,NA,NA,NA,NA,NA
"84","CHEBI:84056","C8H15NO3","CCC(C)C(NC(C)=O)C(O)=O","InChI=1S/C8H15NO3/c1-4-5(2)7(8(11)12)9-6(3)10/h5,7H,4H2,1-3H3,(H,9,10)(H,11,12)","N-Acetylisoleucine",172.097037,NA,"[(M-H)]-",1,6.08,"EFO:http://purl.obolibrary.org/obo/NCBITaxon_9606","Homo sapiens",NA,NA,5,NA,NA,NA,NA,NA,NA
"85","CHEBI:17786","C8H15NO3","[C@@H](CC(C)C)(NC(=O)C)C(O)=O","InChI=1S/C8H15NO3/c1-5(2)4-7(8(11)12)9-6(3)10/h5,7H,4H2,1-3H3,(H,9,10)(H,11,12)/t7-/m0/s1","N-Acetylleucine",172.097037,NA,"[(M-H)]-",1,6.23,"EFO:http://purl.obolibrary.org/obo/NCBITaxon_9606","Homo sapiens",NA,NA,5,NA,NA,NA,NA,NA,NA
"86","CHEBI:70976","C13H14N2O3","CC(=O)NC(Cc1c[nH]c2ccccc12)C(O)=O","InChI=1S/C13H14N2O3/c1-8(16)15-12(13(17)18)6-9-7-14-11-5-3-2-4-10(9)11/h2-5,7,12,14H,6H2,1H3,(H,15,16)(H,17,18)","N-Acetyltryptophan",245.092205,NA,"[(M-H)]-",1,6.68,"EFO:http://purl.obolibrary.org/obo/NCBITaxon_9606","Homo sapiens",NA,NA,5,NA,NA,NA,NA,NA,NA
"87","CHEBI:70976","C13H14N2O3","CC(=O)NC(Cc1c[nH]c2ccccc12)C(O)=O","InChI=1S/C13H14N2O3/c1-8(16)15-12(13(17)18)6-9-7-14-11-5-3-2-4-10(9)11/h2-5,7,12,14H,6H2,1H3,(H,15,16)(H,17,18)","N-Acetyltryptophan isomer 3",NA,NA,NA,NA,NA,"EFO:http://purl.obolibrary.org/obo/NCBITaxon_9606","Homo sapiens",NA,NA,4,NA,NA,NA,NA,NA,NA
"88","CHEBI:7563","C8H8N2O3","OC(=O)CNC(=O)c1cccnc1","InChI=1S/C8H8N2O3/c11-7(12)5-10-8(13)6-2-1-3-9-4-6/h1-4H,5H2,(H,10,13)(H,11,12)","Nicotinuric acid isomer",179.045043,NA,"[(M-H)]-",1,5.31,"EFO:http://purl.obolibrary.org/obo/NCBITaxon_9606","Homo sapiens",NA,NA,4,NA,NA,NA,NA,NA,NA
"89","CHEBI:28478","C8H8O3","OC(=O)Cc1ccccc1O","InChI=1S/C8H8O3/c9-7-4-2-1-3-6(7)5-8(10)11/h1-4,9H,5H2,(H,10,11)","o-Hydroxyphenylacetic acid",194.045742,NA,"[(M-H)]-",1,6.4,"EFO:http://purl.obolibrary.org/obo/NCBITaxon_9606","Homo sapiens",NA,NA,5,NA,NA,NA,NA,NA,NA
"90","CHEBI:30915","C5H6O5","OC(=O)CCC(=O)C(O)=O","InChI=1S/C5H6O5/c6-3(5(9)10)1-2-4(7)8/h1-2H2,(H,7,8)(H,9,10)","Oxoglutaric acid",NA,NA,NA,NA,NA,"EFO:http://purl.obolibrary.org/obo/NCBITaxon_9606","Homo sapiens",NA,NA,4,NA,NA,NA,NA,NA,NA
"91","CHEBI:40813","C8H8O3","COc1ccc(cc1)C(O)=O","InChI=1S/C8H8O3/c1-11-7-4-2-6(3-5-7)8(9)10/h2-5H,1H3,(H,9,10)","p-Anisic acid",151.03922,NA,"[(M-H)]-",1,7.24,"EFO:http://purl.obolibrary.org/obo/NCBITaxon_9606","Homo sapiens",NA,NA,5,NA,NA,NA,NA,NA,NA
"92","CHEBI:7916","C9H17NO5","CC(C)(CO)C(O)C(=O)NCCC(O)=O","InChI=1S/C9H17NO5/c1-9(2,5-11)7(14)8(15)10-4-3-6(12)13/h7,11,14H,3-5H2,1-2H3,(H,10,15)(H,12,13)","Pantothenic acid",218.102478,NA,"[(M-H)]-",1,4.77,"EFO:http://purl.obolibrary.org/obo/NCBITaxon_9606","Homo sapiens",NA,NA,5,NA,NA,NA,NA,NA,NA
"93","CHEBI:25901","C5H10O5",NA,NA,"Pentose",149.044667,NA,"[(M-H)]-",1,0.95,"EFO:http://purl.obolibrary.org/obo/NCBITaxon_9606","Homo sapiens",NA,NA,4,NA,NA,NA,NA,NA,NA
"94","CHEBI:27905","C6H6O4S","OS(=O)(=O)Oc1ccccc1","InChI=1S/C6H6O4S/c7-11(8,9)10-6-4-2-1-3-5-6/h1-5H,(H,7,8,9)","Phenol sulfate",NA,NA,NA,NA,NA,"EFO:http://purl.obolibrary.org/obo/NCBITaxon_9606","Homo sapiens",NA,NA,5,NA,NA,NA,NA,NA,NA
"95","CHEBI:84102","C22H25N3O7","N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CC(O)=O)C(O)=O","InChI=1S/C22H25N3O7/c23-16(10-13-4-2-1-3-5-13)20(29)24-17(11-14-6-8-15(26)9-7-14)21(30)25-18(22(31)32)12-19(27)28/h1-9,16-18,26H,10-12,23H2,(H,24,29)(H,25,30)(H,27,28)(H,31,32)/t16-,17-,18-/m0/s1","Phe-Tyr-Asp (and isomers)",442.160874,NA,"[(M-H)]-",1,5.85,"EFO:http://purl.obolibrary.org/obo/NCBITaxon_9606","Homo sapiens",NA,NA,4,NA,NA,NA,NA,NA,NA
"96","CHEBI:71018","C9H9NO4","OC(=O)CNC(=O)c1ccc(O)cc1","InChI=1S/C9H9NO4/c11-7-3-1-6(2-4-7)9(14)10-5-8(12)13/h1-4,11H,5H2,(H,10,14)(H,12,13)","p-Hydroxyhippuric acid",194.045742,NA,"[(M-H)]-",1,4.85,"EFO:http://purl.obolibrary.org/obo/NCBITaxon_9606","Homo sapiens",NA,NA,4,NA,NA,NA,NA,NA,NA
"97","CHEBI:16388","C8H8O4","OC(C(O)=O)c1ccc(O)cc1","InChI=1S/C8H8O4/c9-6-3-1-5(2-4-6)7(10)8(11)12/h1-4,7,9-10H,(H,11,12)","p-Hydroxymandelic acid",NA,NA,NA,NA,NA,"EFO:http://purl.obolibrary.org/obo/NCBITaxon_9606","Homo sapiens",NA,NA,5,NA,NA,NA,NA,NA,NA
"98","CHEBI:18101","C8H8O3","OC(=O)Cc1ccc(O)cc1","InChI=1S/C8H8O3/c9-7-3-1-6(2-4-7)5-8(10)11/h1-4,9H,5H2,(H,10,11)","p-Hydroxyphenylacetic acid",NA,NA,NA,NA,NA,"EFO:http://purl.obolibrary.org/obo/NCBITaxon_9606","Homo sapiens",NA,NA,5,NA,NA,NA,NA,NA,NA
"99","CHEBI:17381","C10H14N2O4","NCc1[nH]cc(CCC(O)=O)c1CC(O)=O","InChI=1S/C10H14N2O4/c11-4-8-7(3-10(15)16)6(5-12-8)1-2-9(13)14/h5,12H,1-4,11H2,(H,13,14)(H,15,16)","Porphobilinogen",225.087982,NA,"[(M-H)]-",1,4.51,"EFO:http://purl.obolibrary.org/obo/NCBITaxon_9606","Homo sapiens",NA,NA,5,NA,NA,NA,NA,NA,NA
"100","CHEBI:17405","C8H9NO4","Cc1ncc(CO)c(C(O)=O)c1O","InChI=1S/C8H9NO4/c1-4-7(11)6(8(12)13)5(3-10)2-9-4/h2,10-11H,3H2,1H3,(H,12,13)","Pyridoxic acid isomer 1",NA,NA,NA,NA,NA,"EFO:http://purl.obolibrary.org/obo/NCBITaxon_9606","Homo sapiens",NA,NA,4,NA,NA,NA,NA,NA,NA
"101","CHEBI:16180","C3H4NO3R","OC(=O)CNC([*])=O",NA,"Pyridylacetylglycine",193.060966,NA,"[(M-H)]-",1,4.64,"EFO:http://purl.obolibrary.org/obo/NCBITaxon_9606","Homo sapiens",NA,NA,4,NA,NA,NA,NA,NA,NA
"102","CHEBI:68505","C6H6O5S","C=1C=CC=C(C1OS(O)(=O)=O)O","InChI=1S/C6H6O5S/c7-5-3-1-2-4-6(5)11-12(8,9)10/h1-4,7H,(H,8,9,10)","Pyrocatechol sulfate",188.98656,NA,"[(M-H)]-",1,4.88,"EFO:http://purl.obolibrary.org/obo/NCBITaxon_9606","Homo sapiens",NA,NA,4,NA,NA,NA,NA,NA,NA
"103","CHEBI:18183","C5H7NO3","OC(=O)[C@@H]1CCC(=O)N1","InChI=1S/C5H7NO3/c7-4-2-1-3(6-4)5(8)9/h3H,1-2H2,(H,6,7)(H,8,9)/t3-/m0/s1","Pyroglutamic acid",NA,NA,NA,NA,NA,"EFO:http://purl.obolibrary.org/obo/NCBITaxon_9606","Homo sapiens",NA,NA,5,NA,NA,NA,NA,NA,NA
"104","CHEBI:59197","C6H5NO4",NA,NA,"Pyrroledicarboxylic acid",154.013753,NA,"[(M-H)]-",1,5.2,"EFO:http://purl.obolibrary.org/obo/NCBITaxon_9606","Homo sapiens",NA,NA,4,NA,NA,NA,NA,NA,NA
"105","CHEBI:32816","C3H4O3","CC(=O)C(O)=O","InChI=1S/C3H4O3/c1-2(4)3(5)6/h1H3,(H,5,6)","Pyruvic acid",87.008516,NA,"[(M-H)]-",1,1.04,"EFO:http://purl.obolibrary.org/obo/NCBITaxon_9606","Homo sapiens",NA,NA,5,NA,NA,NA,NA,NA,NA
"106","CHEBI:17521","C7H12O6","O[C@@H]1C[C@@](O)(C[C@@H](O)[C@H]1O)C(O)=O","InChI=1S/C7H12O6/c8-3-1-7(13,6(11)12)2-4(9)5(3)10/h3-5,8-10,13H,1-2H2,(H,11,12)/t3-,4-,5-,7+/m1/s1","Quinic acid",191.055248,NA,"[(M-H)]-",1,0.89,"EFO:http://purl.obolibrary.org/obo/NCBITaxon_9606","Homo sapiens",NA,NA,5,NA,NA,NA,NA,NA,NA
"107","CHEBI:16914","C7H6O3","OC(=O)c1ccccc1O","InChI=1S/C7H6O3/c8-6-4-2-1-3-5(6)7(9)10/h1-4,8H,(H,9,10)","Salicylic acid",137.023583,NA,"[(M-H)]-",1,7.51,"EFO:http://purl.obolibrary.org/obo/NCBITaxon_9606","Homo sapiens",NA,NA,5,NA,NA,NA,NA,NA,NA
"108","CHEBI:41865","C10H18O4","OC(=O)CCCCCCCCC(O)=O","InChI=1S/C10H18O4/c11-9(12)7-5-3-1-2-4-6-8-10(13)14/h1-8H2,(H,11,12)(H,13,14)","Sebacic acid",201.111582,NA,"[(M-H)]-",1,7.65,"EFO:http://purl.obolibrary.org/obo/NCBITaxon_9606","Homo sapiens",NA,NA,5,NA,NA,NA,NA,NA,NA
"109","CHEBI:9300","C8H14O4","OC(=O)CCCCCCC(O)=O","InChI=1S/C8H14O4/c9-7(10)5-3-1-2-4-6-8(11)12/h1-6H2,(H,9,10)(H,11,12)","Suberic acid",173.080993,NA,"[(M-H)]-",1,6.46,"EFO:http://purl.obolibrary.org/obo/NCBITaxon_9606","Homo sapiens",NA,NA,5,NA,NA,NA,NA,NA,NA
"110","CHEBI:68555","C7H6O6S","OC(=O)c1cc(ccc1O)S(O)(=O)=O","InChI=1S/C7H6O6S/c8-6-2-1-4(14(11,12)13)3-5(6)7(9)10/h1-3,8H,(H,9,10)(H,11,12,13)","Sulfosalicylic acid isomer",216.98092,NA,"[(M-H)]-",1,4.8,"EFO:http://purl.obolibrary.org/obo/NCBITaxon_9606","Homo sapiens",NA,NA,4,NA,NA,NA,NA,NA,NA
"111","CHEBI:15891","C2H7NO3S","C(CS(O)(=O)=O)N","InChI=1S/C2H7NO3S/c3-1-2-7(4,5)6/h1-3H2,(H,4,5,6)","Taurine",124.006693,NA,"[(M-H)]-",1,0.88,"EFO:http://purl.obolibrary.org/obo/NCBITaxon_9606","Homo sapiens",NA,NA,5,NA,NA,NA,NA,NA,NA
"112","CHEBI:28835","C25H36O8","[H][C@@]12CCC3=CC(=O)CC[C@]3(C)[C@@]1([H])CC[C@]1(C)[C@H](CC[C@@]21[H])O[C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)C(O)=O","InChI=1S/C25H36O8/c1-24-9-7-13(26)11-12(24)3-4-14-15-5-6-17(25(15,2)10-8-16(14)24)32-23-20(29)18(27)19(28)21(33-23)22(30)31/h11,14-21,23,27-29H,3-10H2,1-2H3,(H,30,31)/t14-,15-,16-,17-,18-,19-,20+,21-,23+,24-,25-/m0/s1","Testosterone glucuronide",463.2329,NA,"[(M-H)]-",1,7.9,"EFO:http://purl.obolibrary.org/obo/NCBITaxon_9606","Homo sapiens",NA,NA,4,NA,NA,NA,NA,NA,NA
"113","CHEBI:71172","C9H13NO3","OC(=O)CNC(=O)C1=CCCCC1","InChI=1S/C9H13NO3/c11-8(12)6-10-9(13)7-4-2-1-3-5-7/h4H,1-3,5-6H2,(H,10,13)(H,11,12)","Tetrahydrohippuric acid",182.081505,NA,"[(M-H)]-",1,6.33,"EFO:http://purl.obolibrary.org/obo/NCBITaxon_9606","Homo sapiens",NA,NA,4,NA,NA,NA,NA,NA,NA
"114","CHEBI:16795","C9H11NO3","N[C@@H]([C@@H](O)c1ccccc1)C(O)=O","InChI=1S/C9H11NO3/c10-7(9(12)13)8(11)6-4-2-1-3-5-6/h1-5,7-8,11H,10H2,(H,12,13)/t7-,8-/m0/s1","Threo-3-Phenylserine",NA,NA,NA,NA,NA,"EFO:http://purl.obolibrary.org/obo/NCBITaxon_9606","Homo sapiens",NA,NA,5,NA,NA,NA,NA,NA,NA
"115","CHEBI:26984","C4H8O5",NA,NA,"Threonic acid",135.029005,NA,"[(M-H)]-",1,0.85,"EFO:http://purl.obolibrary.org/obo/NCBITaxon_9606","Homo sapiens",NA,NA,4,NA,NA,NA,NA,NA,NA
"116","CHEBI:37654","C4H8O5",NA,NA,"Erythronic acid",135.029005,NA,"[(M-H)]-",1,0.85,"EFO:http://purl.obolibrary.org/obo/NCBITaxon_9606","Homo sapiens",NA,NA,4,NA,NA,NA,NA,NA,NA
"117","CHEBI:27897","C11H12N2O2","NC(Cc1c[nH]c2ccccc12)C(O)=O","InChI=1S/C11H12N2O2/c12-9(11(14)15)5-7-6-13-10-4-2-1-3-8(7)10/h1-4,6,9,13H,5,12H2,(H,14,15)","Tryptophan",203.081193,NA,"[(M-H)]-",1,5.26,"EFO:http://purl.obolibrary.org/obo/NCBITaxon_9606","Homo sapiens",NA,NA,5,NA,NA,NA,NA,NA,NA
"118","CHEBI:137527","C7H13NO3","C(CNC(=O)CCCC)(=O)O","InChI=1S/C7H13NO3/c1-2-3-4-6(9)8-5-7(10)11/h2-5H2,1H3,(H,8,9)(H,10,11)","Valerylglycine isomer 1",NA,NA,NA,NA,NA,"EFO:http://purl.obolibrary.org/obo/NCBITaxon_9606","Homo sapiens",NA,NA,4,NA,NA,NA,NA,NA,NA
"119","CHEBI:137527","C7H13NO3","C(CNC(=O)CCCC)(=O)O","InChI=1S/C7H13NO3/c1-2-3-4-6(9)8-5-7(10)11/h2-5H2,1H3,(H,8,9)(H,10,11)","Valerylglycine isomer 2",NA,NA,NA,NA,NA,"EFO:http://purl.obolibrary.org/obo/NCBITaxon_9606","Homo sapiens",NA,NA,4,NA,NA,NA,NA,NA,NA
"120","CHEBI:18107","C10H12N4O6","OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c1[nH]c(=O)[nH]c2=O","InChI=1S/C10H12N4O6/c15-1-3-5(16)6(17)9(20-3)14-2-11-4-7(14)12-10(19)13-8(4)18/h2-3,5-6,9,15-17H,1H2,(H2,12,13,18,19)/t3-,5-,6-,9-/m1/s1","Xanthosine",283.066329,NA,"[(M-H)]-",1,4.27,"EFO:http://purl.obolibrary.org/obo/NCBITaxon_9606","Homo sapiens",NA,NA,5,NA,NA,NA,NA,NA,NA
