"","mz","rt","LungNodule_2","LungNodule_3","LungNodule_4","LungNodule_5","LungNodule_6","LungNodule_8","LungNodule_9","LungNodule_10","LungNodule_11","LungNodule_12","LungNodule_13","LungNodule_14","LungNodule_15","LungNodule_16","LungNodule_17","LungNodule_18","LungNodule_19","LungNodule_20","LungNodule_21","LungNodule_22","LungNodule_23","LungNodule_24","LungNodule_25","LungNodule_26","LungNodule_27","LungNodule_28","LungNodule_29","LungNodule_33","LungNodule_34","LungNodule_36","LungNodule_37","LungNodule_38","LungNodule_41","LungNodule_42","LungNodule_44","LungNodule_45","LungNodule_46","LungNodule_47","LungNodule_49","LungNodule_50","LungNodule_52","LungNodule_53","LungNodule_55","LungNodule_56","LungNodule_57","LungNodule_58","LungNodule_63","LungNodule_64","LungNodule_65","LungNodule_66","LungNodule_68","LungNodule_72","LungNodule_73","LungNodule_74","LungNodule_75","LungNodule_76","LungNodule_77","LungNodule_78","LungNodule_80","LungNodule_81","LungNodule_82","LungNodule_83","LungNodule_85","LungNodule_86","LungNodule_87","LungNodule_89","LungNodule_91","LungNodule_92","LungNodule_93","LungNodule_97","LungNodule_99","LungNodule_100","LungNodule_101","LungNodule_102","LungNodule_103","LungNodule_105","LungNodule_106","LungNodule_107","LungNodule_108","LungNodule_109_2","LungNodule_110","LungNodule_111","LungNodule_112","LungNodule_113","LungNodule_114","LungNodule_115","LungNodule_116","LungNodule_117","LungNodule_118","LungNodule_119","LungNodule_121","LungNodule_122","LungNodule_124","LungNodule_125"
"group","mz","rt","Cancer","Benign","Benign","Cancer","Cancer","Cancer","Benign","Benign","Cancer","Cancer","Benign","Cancer","Benign","Cancer","Cancer","Cancer","Cancer","Benign","Benign","Cancer","Benign","Benign","Cancer","Cancer","Benign","Cancer","Benign","Benign","Benign","Cancer","Cancer","Cancer","Cancer","Cancer","Benign","Cancer","Cancer","Cancer","Cancer","Cancer","Cancer","Cancer","Cancer","Benign","Benign","Cancer","Benign","Cancer","Cancer","Cancer","Benign","Cancer","Cancer","Benign","Benign","Cancer","Cancer","Cancer","Cancer","Cancer","Cancer","Cancer","Cancer","Cancer","Cancer","Cancer","Cancer","Cancer","Cancer","Benign","Benign","Cancer","Cancer","Cancer","Cancer","Cancer","Cancer","Cancer","Cancer","Benign","Cancer","Benign","Cancer","Cancer","Cancer","Benign","Benign","Cancer","Cancer","Benign","Cancer","Benign","Cancer","Cancer"
"M130.0631T150.6","130.0631","150.6","6134","8372","9629","9969","8850","6647","7940","8344","5522","5121","9313","6541","7653","13523","4695","9966","5774","7852","6620","4869","5001","5986","7741","5226","16556","2286","5962","5473","19050","5058","5957","17722","3797","2495","7263","10525","2354","4280","7644","19481","10335","6871","2077","9375","8928","8704","19463","4594","13911","3970","16302","10093","16171","9382","16336","10728","4511","41890","9199","5944","5409","4355","8890","9160","8889","6244","15154","11708","14531","13263","18851","4436","3729","3818","3779","6969","5363","3708","2735","0","3955","8221","2257","20589","8952","6096","14977","4886","4719","12287","16402","9404","9335","5896"
"M648.4329T211.8","648.4329","211.8","6797","7400","4674","6385","6729","6997","6599","7262","8344","6337","6348","4863","7092","4081","3593","6497","4074","5488","4718","4253","5854","11815","6630","6770","2858","5815","6784","4834","3356","2859","8236","3074","3944","6255","7106","3956","4690","4432","7204","3739","9641","5977","19445","7987","4842","7307","3455","4336","8498","3967","4437","5326","4302","5811","4165","3897","3121","4249","2553","3870","3814","10713","3704","6360","8431","6305","2764","3406","3649","8683","3944","3239","7577","5837","10096","3958","9338","9900","6371","0","10296","5407","13560","9043","5779","9174","9640","6563","4843","7585","3440","9138","8595","8313"
"M114.8938T326.4","114.8938","326.4","5429","5352","5151","5086","5246","4930","4956","5267","5091","5522","5400","5637","4725","4902","4755","5061","4903","5029","4818","6230","5928","6312","4847","5309","4414","5633","5097","4761","4783","5188","6772","4745","5825","6986","5386","5482","6220","5557","5215","3329","4968","4820","6105","4455","5140","4603","3778","4510","4360","5337","2995","3775","3276","4077","3826","3576","4189","3932","3285","4632","4266","4265","4094","4205","4317","4198","4434","3550","3686","2796","2896","4360","4788","4700","4529","4764","4215","4724","4254","0","4393","4155","5002","5029","4048","3920","3454","3936","4553","4078","4556","4246","3486","3829"
"M397.112T255.6","397.112","255.6","5850","8265","5925","5328","6996","4136","6884","11679","5571","6554","7611","4895","6697","5631","8898","12100","5329","6520","5443","6108","5726","5337","3380","4121","3481","5316","4012","3531","3224","3604","3733","2196","4083","2785","4761","6950","4240","6476","5869","2509","4219","6951","3151","4808","5372","5554","0","4922","6070","5644","2107","4421","3830","3241","5187","3392","6144","4511","2708","4663","5979","4097","5387","5128","6613","6289","3933","6141","7924","3780","7350","5395","7670","6979","6151","4610","3550","4097","7814","0","4745","4924","6728","7288","4385","5350","4604","4907","7210","4498","3832","4050","3737","3596"
"M523.2692T352.2","523.2692","352.2","6752","10093","4600","6308","11862","6200","6542","7150","12738","9512","7523","2479","5344","4699","3159","4048","4095","3587","2257","2994","2418","35545","4126","4086","2110","4114","8322","4949","2117","3671","6060","3487","9190","4092","7279","5903","4646","6648","5002","3064","5371","5340","6133","4381","3339","4903","4365","5143","8128","6063","4004","4073","2727","7597","4628","7014","2071","2837","0","2194","2287","35317","3061","6044","8996","8557","4897","2797","3851","6747","0","2742","4919","4792","7323","4388","6601","6779","4814","0","6740","4904","8603","2844","5117","5099","6308","3953","3814","4843","0","5452","3120","2567"
"M1117.7641T193.2","1117.7641","193.2","3706","4738","2941","4104","7846","2773","5947","3965","3307","2960","3918","6215","3592","2737","3039","4289","4372","4695","3902","3217","8089","0","5033","8083","6561","3482","7414","3414","4065","6244","4286","4086","0","5135","4400","2251","4763","0","4137","3593","7887","2848","19439","6969","4235","4859","2847","2634","4510","0","3526","2352","0","2437","2278","3704","3834","4985","5358","7123","6942","0","5609","4177","4542","2458","0","4173","5282","2890","2854","0","3797","2774","2732","0","3505","7173","3459","0","3722","3151","6578","10632","3885","4295","4658","3977","2982","3743","10302","4037","5286","5959"
"M1229.837T217.8","1229.837","217.8","3834","2948","2410","3594","3364","2686","2501","2991","3264","2284","3115","6904","4240","3083","4297","5621","5406","5768","4438","2727","9057","0","7819","8397","6831","2425","0","3070","4976","8602","5966","4044","0","4531","4546","2401","4153","2063","3877","4021","7493","2881","15061","3378","4642","5652","2750","2591","4803","2082","3859","2389","0","2831","2497","3516","3863","5015","5977","9052","8201","0","6587","4914","4711","2603","0","4463","5992","3467","3621","0","3381","2433","2406","0","3986","6187","3631","0","2971","3213","6097","11102","4700","4059","4266","4575","3401","4461","11434","4457","6734","5838"
"M900.6766T228.6","900.6766","228.6","8299","6111","4043","4761","2373","6186","5072","2301","6107","2717","3784","6695","5238","7525","4111","2330","4175","4775","5413","14955","4517","5909","17228","12280","7450","6853","11370","15293","10165","8407","22970","5344","4379","12530","8809","6264","3951","3363","7500","4651","4606","6053","9416","6971","4581","4198","2883","3265","4226","3461","3311","9079","5620","5817","4626","3874","17002","4971","6174","7743","5595","17108","8751","9718","2059","4153","6823","4931","2158","0","3404","4961","3958","3764","4289","5555","5535","7708","3115","0","7651","6711","5186","6684","5493","7916","3771","4543","6728","4477","7140","4896","6431","6064"
"M558.3782T271.2","558.3782","271.2","7199","8333","3710","4070","6818","4734","4990","5203","8987","5327","6152","2144","3969","3907","2726","2862","4550","2606","2788","2934","0","12425","5701","4605","2824","4131","6633","6131","2180","0","6505","4899","3770","3629","7547","4842","4182","4188","5400","3681","9048","3670","8195","5485","3051","4818","6311","3048","8008","3718","5432","3220","4173","4675","5476","8412","2054","2726","3032","2664","2804","21474","3289","6114","9200","6788","4955","4136","4324","10326","4609","0","5643","4854","6015","3560","7210","8338","3323","0","6384","4637","8639","3755","5270","6875","8420","3800","3411","7263","3091","9380","8232","7821"
"M1244.8463T217.8","1244.8463","217.8","4212","2596","2397","3125","4059","3163","3537","3342","4511","2247","3484","5571","3509","3812","3745","4840","5840","5591","4538","2471","8533","0","6532","7586","7446","3328","2834","3270","5421","7891","5981","4978","0","4394","5203","2818","4103","2075","4468","4885","8680","3311","14629","8953","4709","5449","3022","2713","5698","2146","4047","2621","2497","2766","2659","4508","4129","5118","6574","8922","8292","0","6442","4668","4837","2779","0","5424","6387","3616","3608","0","3497","3347","4287","0","4999","5614","3439","0","4809","3136","4768","10391","4639","5587","4494","4570","3786","4788","10658","4091","6809","6469"
"M816.8937T193.2","816.8937","193.2","4344","2759","2697","3497","4534","3518","4275","3955","5203","3038","4867","4876","5119","2919","2801","5491","3502","4433","3617","3433","6091","2986","6179","8608","3200","4274","4078","3559","3056","3675","8072","2898","2215","6915","6657","3059","4818","2638","5291","2839","7915","3854","21266","6327","4516","5679","2270","2720","5553","2479","3280","3121","2118","4527","3458","2429","3338","3445","2230","4457","3862","2682","4159","5331","7473","3664","0","3699","4872","5418","3240","3154","7115","5416","7790","2729","9378","11372","4822","0","9135","5380","12287","10751","5310","7069","6533","5244","4019","6125","4333","5488","6420","6583"
"M1173.345T249.6","1173.345","249.6","3708","5206","5210","5083","4659","4742","5883","5397","5375","4621","5520","5111","6708","3821","5744","5233","4831","3564","4223","4128","6444","4778","5808","5809","6138","4066","5223","5030","4192","4222","4321","5459","4562","5489","4607","3848","3581","4402","5769","4593","4526","5099","4804","4632","4789","4845","5239","4773","5875","4552","4451","6872","6125","4744","4450","5401","5544","5385","5723","6374","5010","4634","3798","4880","5194","5108","4154","5282","5958","5479","5007","4509","3847","3832","4239","4874","2711","3427","4150","3730","4884","4554","3670","3989","3678","3777","5200","4509","4628","3900","4219","3978","3273","4787"
"M780.0233T135.6","780.0233","135.6","5260","3735","3164","6436","3685","3177","2564","3949","2841","4444","3409","6179","4379","0","0","5060","2055","7375","2883","4780","11173","3423","6875","11801","2725","4586","4934","3178","2813","9564","9054","2579","2033","13473","7212","2738","6148","2923","4504","2588","7127","4190","41645","5838","3960","4942","0","3676","4752","2824","0","2605","0","5051","2848","0","3162","3294","2252","12807","7909","3274","8098","5111","7291","3874","0","3676","4851","4623","2576","9529","15054","11398","12730","3760","23093","27832","12052","0","19488","11667","26581","23840","13816","16255","5016","5664","6875","8241","13529","6260","7087","6764"
"M982.6533T282","982.6533","282","5191","4980","3906","3571","6736","4652","4540","3877","6974","2921","4486","2838","3847","5063","3480","3975","6993","3044","2880","2403","3135","5552","4661","4484","4905","3247","3645","4787","3284","3082","4974","6315","0","3134","6149","3754","2961","2919","5116","21686","9247","3443","8821","6614","3600","4766","5043","2466","6958","2647","5754","3139","4671","4358","5092","5851","3491","3416","3618","3599","3855","9192","3495","5357","8514","5162","3348","4980","6192","7635","4738","0","3957","3218","3540","2485","5629","5727","2847","0","4367","3730","5681","5450","5132","4928","6380","4248","2972","5403","3446","5695","6134","5836"
"M1063.7144T219","1063.7144","219","9209","5832","5051","6528","8776","5509","5822","6607","4292","4550","6964","6517","8318","3908","4733","8556","4779","5046","4222","4077","8142","4599","7003","7793","4868","4509","4650","4444","3739","4393","7359","4700","2323","5133","6680","3233","4517","3222","5770","5750","10566","4206","19279","8775","4862","6479","3368","3034","8375","3370","4553","3514","3521","4658","3404","3621","3204","4209","3037","5103","5137","3186","5281","5666","9184","4116","0","5006","6856","6017","4106","2859","5276","3880","7108","2158","8697","9050","4603","0","8094","5079","10172","9426","6119","7001","8648","5659","4225","7635","5477","6710","8500","8399"
"M665.4127T224.4","665.4127","224.4","5384","5308","3080","3446","5241","4269","5652","4705","6742","5029","4819","2006","3689","3251","2446","3241","4039","2731","2615","3182","2670","10830","4576","4760","2094","4241","6010","4067","2406","0","6660","3578","3363","3902","7272","4145","4598","3785","4902","3131","6809","4108","9393","4856","3165","4346","2910","2990","6603","3462","3668","3202","2646","5280","3617","3812","2405","2873","3021","3639","3879","17240","4068","5964","10533","6713","2901","2698","3852","8297","3572","2076","6561","5453","6729","3761","8211","9810","3863","0","7689","5293","10108","4203","4363","6536","6406","4287","2326","2914","0","0","0","0"
"M899.6127T208.2","899.6127","208.2","6297","3150","3371","4638","5702","4071","4301","4776","5200","3112","4141","8770","5239","3065","2840","5820","3051","4884","3715","3785","7303","2539","7752","8456","2947","4089","4649","3485","3107","5021","7386","2924","2370","6563","6116","2420","5339","2753","5040","3131","6103","3671","23159","6079","4253","5339","2482","3232","4248","2761","2754","2852","2677","3806","2455","2725","3156","4030","2425","4605","4100","0","3130","4935","5623","3725","0","3807","4332","4858","3967","2741","5878","4642","6566","2045","8350","9803","4979","0","8763","6353","10990","11509","4925","6985","6710","4970","3661","5427","4850","5444","6220","6927"
"M1297.8804T228","1297.8804","228","2793","0","0","2061","2602","0","2027","0","2623","0","2666","5878","3584","3110","3567","4998","5810","5661","5253","2888","7230","0","6256","6814","6893","2403","2180","3596","5095","7061","5500","4629","0","3558","4428","2195","3492","2287","3971","4188","8384","2568","13968","7079","4949","5377","2813","2291","5099","2272","4120","2951","2388","3036","2903","3608","3614","4540","5960","7653","7135","0","5801","4917","5365","2795","0","4627","5649","3864","3827","2133","3171","2931","2631","0","4065","5517","3608","0","2846","3083","5235","9775","4033","3885","4555","4304","3161","4372","9704","3824","5942","5010"
"M884.6068T225.6","884.6068","225.6","4424","3978","2995","4935","5033","3864","4040","2530","4629","4312","2866","6062","6911","3353","2846","3876","5594","4066","4977","7393","5548","6415","9532","6032","5724","5386","7609","5917","6544","6370","10046","5015","4259","7412","6322","3884","5909","2756","6257","3768","5999","3397","18923","4654","4144","4791","3849","3100","4393","3112","4584","7607","3191","4220","5270","3962","4287","4374","4774","5701","7063","3931","4529","5328","4934","4586","4061","3628","3334","3698","4124","3571","4230","3831","4746","4268","5431","8344","3571","0","5257","3838","4773","8470","7415","5872","4745","4812","4158","5074","4105","3446","6287","5757"
"M575.3875T196.8","575.3875","196.8","5405","4943","3286","4252","3734","4108","4336","4198","6094","5718","4531","4119","5602","2825","2379","5007","3869","3383","3466","3661","4085","12435","4319","6688","2469","5235","5143","4838","2717","2258","5453","5007","4130","6524","7589","3076","3731","3435","7383","5774","11431","5189","17885","8000","5056","7187","4473","3308","9551","3259","6206","4422","4190","5513","5963","5452","3648","4102","2666","3211","3132","13142","3630","6320","10864","6610","3559","3956","4087","8664","4160","3075","7483","5550","10033","4100","9056","9995","6163","0","10848","6190","12874","7200","6365","7271","11181","5930","3745","7359","2979","7674","7684","7019"
"M1181.1409T213.6","1181.1409","213.6","3625","0","2453","2890","3747","2477","3000","2629","3232","0","2969","7760","4169","2975","3201","5067","4657","5546","5248","2950","8554","0","7231","8314","5372","2767","2021","2820","4388","8443","5708","2581","0","4664","4477","2249","4435","2127","3976","3210","6233","2750","18583","6608","4272","4969","2498","2397","4015","2160","2644","2266","2317","2260","0","3014","3704","5190","3682","8105","7812","0","5746","4476","3751","2403","0","3492","5624","3109","2937","2275","3337","2500","2443","0","4419","6111","2977","0","2852","3025","5442","9759","3955","3812","4065","3732","3294","4096","11909","4089","6246","5916"
"M368.263T186.6","368.263","186.6","11475","14015","5130","4431","7869","8109","7494","8128","14004","7458","7368","2997","4645","5022","3482","2893","5371","3174","2405","2097","2976","10156","6556","5213","2918","5467","7076","5767","3356","2205","5499","6563","2922","2050","9407","5375","4301","4373","8450","6024","10531","4903","6778","7332","4781","6684","5106","3737","9862","4141","6309","4353","4548","5022","5297","6028","2514","2283","3158","2740","4200","18562","3853","7839","12213","8799","3666","3314","3987","11179","4608","0","3199","3278","5303","3234","4630","5183","5394","0","7731","3685","7009","5337","5698","7505","7971","4700","3850","6151","2186","4638","6539","4946"
"M1171.1338T198.6","1171.1338","198.6","3545","2450","0","2743","3252","2760","3315","2414","3606","0","3404","7820","4775","2782","3859","4534","4784","5247","4315","2911","8854","0","6630","8172","6744","2486","2542","3248","4303","8715","5292","4082","0","4939","4947","2324","4729","0","4377","3999","7734","2743","17687","7039","4894","5101","2982","3086","4454","0","3825","2626","2042","2085","2527","3580","4316","4199","6196","8142","8031","0","5739","4520","4606","2970","0","4417","5844","3377","3384","2057","3264","2536","2340","0","3097","6473","4180","0","3088","3064","5311","11281","4235","4109","4091","4111","4038","4426","12305","3830","6101","5825"
"M429.0981T273.6","429.0981","273.6","5852","5657","3863","5733","8439","4307","6032","5869","4941","3270","3056","4672","7919","5276","8906","5161","10322","6897","6124","3776","2528","2161","3410","2686","4618","5477","2856","4255","3317","3401","3050","3165","4106","0","2846","4098","4146","7477","3777","30513","3218","5283","0","3725","3349","2662","2993","2686","5102","3955","6947","3697","4523","2159","4150","3207","6022","2814","4360","2664","3500","3031","4775","4029","3755","6131","4814","4802","6950","2634","3288","4567","0","2452","2194","2303","2331","0","2228","0","0","0","0","0","2110","0","2931","3329","3643","2186","0","0","2004","0"
"M826.8992T213.6","826.8992","213.6","5946","4275","3217","4024","4645","4281","4942","4446","5530","3764","4044","4842","4551","3408","2943","5377","3149","4619","3560","3572","5728","2754","7090","7848","3276","4336","3947","3514","2943","3653","7554","2117","2437","6513","6184","2357","4845","2729","5259","2311","7071","3591","22847","5883","4481","5687","2602","3065","5252","2513","2479","2816","0","4789","2380","2098","2557","4053","0","4300","3508","2100","3250","4842","6825","3560","0","3075","4700","4994","3018","2974","6222","4898","6682","2230","8979","9647","5077","0","8640","4640","10723","9563","5705","7050","6689","5215","3434","6513","4609","5447","6333","6308"
"M1210.8241T225","1210.8241","225","0","0","0","0","0","0","0","0","2485","0","2921","6133","3919","3424","3567","4958","5866","5314","4723","2652","8224","0","6493","7992","7323","2980","2118","3116","5905","8041","5697","4310","0","4167","4751","2409","4080","0","4337","4448","8114","2822","15733","7308","5212","5821","2574","2483","5115","2253","3539","2462","2104","2503","2465","3762","4406","5266","5758","8487","7631","0","6216","4498","4656","2534","0","4925","6374","3202","3113","2178","3652","2858","2521","0","3694","5952","3648","0","3289","3018","5180","10865","4420","4063","4498","4639","3226","4585","10855","4466","7073","6260"
"M1074.7284T214.8","1074.7284","214.8","4068","2177","2735","3160","4545","3283","3699","3894","4179","0","3438","6189","4508","2846","3291","4803","3808","5607","4120","3083","6820","0","6866","8294","4391","2942","2689","3395","3607","5637","6764","2809","0","5241","5759","2417","4594","2404","4493","2946","6662","3231","20367","6267","4178","5107","2438","2797","4462","2361","2873","2882","2109","2884","2098","2871","3497","4303","3478","5722","4828","0","4869","4707","4991","3357","0","3407","4737","3643","3001","2179","4227","4033","4005","0","5300","8315","4152","0","5322","4166","7923","9869","4956","5593","5346","4969","3330","4377","6744","4547","5614","5808"
"M580.396T283.2","580.396","283.2","7097","6900","3969","3856","6315","4330","4012","4569","7952","4135","4920","2138","4001","3690","2698","2921","3790","2744","2281","2761","2090","7524","4320","4264","2696","3523","4434","5152","2204","0","5149","4805","12779","3055","6901","4464","2832","2989","4674","3122","6988","2922","6842","4764","2729","4215","3137","2869","6334","2749","3758","2669","2935","4455","3893","4090","0","2716","0","2222","2279","12082","2525","4821","7805","4818","2503","3229","3701","6129","3618","0","5199","4335","4205","2585","6540","7835","2581","0","6270","3860","7798","3395","4109","5240","6377","3795","2012","4577","0","3701","3678","3592"
"M894.5958T265.2","894.5958","265.2","6063","6576","3995","4475","5409","3779","3856","4416","7110","4317","4520","3015","3924","3817","2896","3063","2625","3335","3244","2854","3184","7788","4451","4569","3924","3960","5001","3975","2813","3049","5456","3881","3077","3426","5851","3578","3417","3157","4572","3561","5826","3327","7385","4536","2924","3928","3224","2826","5357","2738","3945","2610","3176","4175","3073","3670","2376","2819","3068","3055","3204","10438","3340","4511","7410","4531","2734","3129","3457","6017","4444","2019","4379","3582","5115","2747","6521","7225","2691","0","4984","3583","6342","4536","3974","4985","5283","3494","2539","4428","3192","4603","5329","5094"
"M295.0003T202.8","295.0003","202.8","3030","2325","2203","2638","3077","3124","3869","3501","2897","4025","4020","3856","3581","3194","2776","3890","2853","3494","3267","4196","3807","4181","3721","4027","2692","4459","5997","4044","2836","4246","3880","0","4662","4135","3748","3625","4125","3490","3802","0","3199","4049","2937","3447","4120","4493","2194","5128","2903","3781","0","3780","2217","0","3381","3176","4218","3693","3738","3803","3923","3168","3459","4271","3732","4016","3409","3462","3367","3424","3701","4093","2625","3170","4622","3912","0","4237","3838","4325","4394","3252","3948","3708","2428","4221","4745","3787","3852","6927","4653","4649","4432","5607"
"M1161.7906T213.6","1161.7906","213.6","3762","0","3237","3684","4907","2939","3847","3163","4497","0","3110","6848","3905","2826","3249","4377","4618","5491","4685","3109","8096","0","7425","8242","5890","2600","2157","3110","4250","7700","6281","3089","0","4296","4918","2567","4410","0","4173","3279","6815","2840","17549","6844","4385","5070","2281","2429","4214","0","3108","2388","0","2562","2441","2799","3755","5143","4314","7332","6871","0","5625","3876","4255","2248","0","4109","5324","3124","3176","2032","3299","2613","2873","0","3835","5656","3742","0","3551","2986","6084","11255","4011","4029","4582","4116","3177","4001","9706","4010","6388","5894"
"M860.9213T216.6","860.9213","216.6","5293","3672","3332","4300","5166","4676","4892","4863","5324","2787","4008","5025","5266","3003","3078","5284","3321","4423","3856","3858","6251","2475","7790","9103","3343","4335","4351","3895","2878","4483","8156","2683","2504","5947","6694","2590","4662","3162","5694","2477","7534","3974","22834","7383","4681","5665","0","3277","5002","2414","3080","2467","0","3998","2364","0","2785","4068","0","4409","3947","2115","3725","4867","7478","4058","0","2734","4718","3901","2483","3156","6546","4618","7088","0","9432","9536","5248","0","8156","5098","11477","11222","5658","7320","6294","5160","3931","5994","4833","5923","5709","7176"
"M1122.2554T217.2","1122.2554","217.2","5101","3625","3253","4519","5099","4196","3973","4438","5090","3118","4558","4734","4933","3480","3196","5087","4310","4500","4026","3466","5087","2595","7442","7737","3978","3988","4528","3714","3707","3699","6564","4006","0","5039","6284","2623","4141","2926","4981","5037","9218","4159","18632","8080","4448","6052","3796","2841","6983","2454","4808","3592","3033","4260","3395","3362","2993","3800","2345","4146","4141","2764","4193","4748","7714","3760","0","3966","5869","5931","3982","2858","4990","3846","6338","0","8305","8132","4495","0","7312","4803","9286","9042","6320","6412","7671","5617","4063","6922","5251","6120","7418","7995"
"M710.1538T193.2","710.1538","193.2","4413","2905","2105","3404","3707","3849","4366","4149","4537","3292","4009","4840","4414","2930","2834","5837","3131","3994","3867","3544","6311","3414","6699","7532","3050","4250","3818","3464","2980","4056","8366","2438","2434","6708","6573","2221","4867","2704","3850","2820","6565","3404","22089","5496","3918","4818","0","2758","4903","2642","2829","2639","0","3597","2689","2251","2554","3498","2438","5061","4221","2623","4491","4387","6907","3691","0","2885","4579","4657","2766","3222","6950","5284","10063","2683","9091","11279","4581","0","9333","5135","12060","10302","4664","6068","5355","5252","3557","5106","5353","5805","6073","6275"
"M870.264T193.8","870.264","193.8","4142","2282","2166","3393","4241","3695","3679","3568","4354","2495","3833","4848","4267","2276","2941","4596","3124","4262","3798","3264","5508","2145","6806","7479","3087","4144","3227","3375","2692","3314","6753","2784","0","6132","5557","2387","3959","2432","4869","2898","7307","3302","20506","5611","4294","5226","2552","2749","5014","2249","2927","2776","2158","3102","3046","2387","2720","3762","2001","4169","3573","0","3340","4943","6499","3323","0","3220","4054","4698","3228","2436","5814","4385","6147","0","8236","10584","4685","0","7049","4496","10891","9940","5278","6077","5937","4946","3617","5069","3999","5582","5827","6510"
"M170.1236T178.8","170.1236","178.8","15915","6572","15744","9041","6982","8802","7491","7359","8039","7335","5442","5098","9045","14143","6345","5236","5042","4323","9023","8268","7469","6420","5346","4370","5570","7349","4167","7234","5138","7670","4156","6243","5161","3075","6744","6292","3931","4343","14320","5385","5544","5331","2755","5891","4747","5953","6701","3827","4138","5651","4530","4622","8745","4104","5519","6300","3848","4218","4776","3900","4673","5321","4724","4835","4172","3253","6949","5094","4179","4575","5808","3016","3553","2860","3060","3716","3533","3241","3520","4779","5505","7445","4587","6856","4604","3264","31934","3514","6305","4240","3384","3992","4321","6949"
"M1234.5092T214.2","1234.5092","214.2","3956","0","2502","3048","3819","2485","2634","2713","2947","0","3026","7473","3739","2450","3364","4762","4856","6143","4539","2471","9407","0","7178","8348","6224","2241","0","2936","4836","8307","5430","2680","0","4675","4234","0","4255","0","3894","3243","5705","2408","16505","6321","4168","4887","2194","2576","3516","0","2931","2423","0","2219","0","2841","3193","4542","4576","8335","7556","0","5136","3848","3467","2069","0","3421","5197","2941","2997","0","3055","2177","2237","0","3280","6053","3319","0","2571","2380","5062","10617","3828","3627","3534","3665","3172","3728","12347","4184","5769","5796"
"M836.2426T189.6","836.2426","189.6","5003","3664","2778","4204","4742","3467","3929","4437","4511","2995","3912","4535","4081","2259","2257","5120","2760","4455","3308","3389","5148","2572","6023","7008","3433","3841","3541","3177","2787","3467","7146","2711","2290","7136","5591","2200","4754","2709","4910","2393","6529","3298","23149","5758","3925","4954","2096","2677","4778","2038","2904","2538","2141","3349","2711","2270","2608","3164","0","4092","3170","2063","3602","4686","7009","3557","0","2766","4596","4490","3501","2416","5771","4423","6392","2104","10217","10374","4132","0","8045","4542","11370","10105","4767","6193","5898","4756","3039","4428","4421","5560","5125","5995"
"M1205.1585T201","1205.1585","201","3277","0","0","2675","2899","0","0","2015","2675","0","2367","7683","3571","2644","2733","3856","4588","4797","3642","2662","8383","0","6784","7715","5567","0","0","2695","3149","8410","4931","4353","0","4972","3899","0","3794","0","3065","3843","7197","2176","16447","5964","4062","4499","2864","2616","4474","0","3633","2331","2030","0","2483","3774","3053","4396","6789","8829","6059","0","5560","3648","3889","0","0","4500","4971","2715","2459","0","3136","2353","2219","0","3196","5695","3691","0","2485","2611","4738","11622","3147","3708","3580","3548","2650","3557","12219","3823","5477","5569"
"M141.1008T61.2","141.1008","61.2","3399","3394","3080","3383","3712","4319","3391","3073","4123","3887","3972","4471","4160","4364","3972","3367","4852","4221","3985","3470","3832","3765","4091","3836","4487","4135","4852","4135","4994","4371","4315","4120","3896","3766","4319","3349","3747","4026","4020","3044","4182","3959","4027","4004","3831","3754","4041","3804","3391","3660","3850","4416","5034","4173","4279","3765","4585","4062","3871","4669","5151","3799","4068","3925","3924","4648","4115","3833","4343","3826","3523","4139","4570","4277","4490","4292","3909","4198","5299","4825","4525","4337","4796","3979","3610","4533","3778","3970","4269","3937","4474","4236","4035","3826"
"M340.0833T424.2","340.0833","424.2","2449","2508","2603","2565","3051","3165","3146","2594","2998","3197","2296","2601","2643","2925","2214","0","2811","3040","2505","2669","3059","2974","3348","4671","3764","2758","4488","3957","4086","4943","2966","3519","5565","4244","3012","3667","5000","3771","2639","3561","3436","3122","3476","2928","3344","2680","3701","5044","2556","5670","3378","3537","4530","2916","3071","4625","3300","2868","4236","3056","3074","3060","2711","2759","2656","2586","2511","2502","3093","4096","3000","3251","5334","3112","3177","3186","3005","2882","3016","3231","2657","5996","4317","2995","2983","2929","2424","2448","3302","4141","2945","6239","6500","6305"
"M758.9975T154.8","758.9975","154.8","4978","3610","3026","5456","4356","3929","5142","5185","5225","3594","5038","5012","4772","3273","2978","6300","3356","4440","3513","3889","7268","3297","4353","6444","2385","4448","2813","2799","3043","3801","7985","0","2587","7700","5120","2403","6260","2614","4790","0","5025","3805","27118","3798","3808","4549","0","2454","3472","2353","0","2062","0","3805","0","0","2539","3184","2343","5830","3532","2880","4736","4266","7347","3677","0","2622","4789","4087","0","6987","8752","5100","9349","2813","8042","11894","6109","0","9942","5032","12647","11854","3949","5777","4106","3644","3453","3434","3742","3734","2951","3286"
