"","mz","rt","apple_control_neg_102","apple_control_neg_202","apple_control_neg_302","apple_control_neg_402","apple_control_neg_502","apple_control_neg_602","apple_control_neg_702","apple_control_neg_802","apple_control_neg_902","apple_control_neg_1002","apple_group1_neg_102","apple_group1_neg_202","apple_group1_neg_302","apple_group1_neg_402","apple_group1_neg_502","apple_group1_neg_602","apple_group1_neg_702","apple_group1_neg_802","apple_group1_neg_902","apple_group1_neg_1002","apple_group2_neg_102","apple_group2_neg_202","apple_group2_neg_302","apple_group2_neg_402","apple_group2_neg_502","apple_group2_neg_602","apple_group2_neg_702","apple_group2_neg_802","apple_group2_neg_902","apple_group2_neg_1002","apple_group3_neg_102","apple_group3_neg_202","apple_group3_neg_302","apple_group3_neg_402","apple_group3_neg_502","apple_group3_neg_602","apple_group3_neg_702","apple_group3_neg_802","apple_group3_neg_902","apple_group3_neg_1002"
"M304.9136T726.7","304.913574597329","726.717252862433","53.153805725993","51.3396703368715","49.6925366951859","61.5438955723785","54.5649335682338","71.4143167326401","61.1225839941483","40.1572592444172","44.0082383621986","69.0960792703045","39.9831829356","59.7971708616496","45.754483486426","71.8540054236608","39.1422749179062","62.6276654156645","60.4983136968785","43.8606343120703","55.6380879882727","62.1681528690915","36.4018491895908","52.419992722178","62.1036072541865","37.4850622238428","55.9611278268168","38.3467403633345","37.3147326216769","55.647505054827","40.7542991620495","68.3456365052443","55.3706986983561","52.7753038634073","63.6416370820971","64.0740601646256","67.7648095376207","71.5565739711219","29.5153627268446","56.9208916942316","69.4137392644243","67.4580963756944"
"M305.0864T507.9","305.086408149842","507.925588467696","21.8030069010001","17.327871518423","22.9069214716536","25.7038974914735","24.6175446319648","20.1458106223591","28.2292416550263","19.7137562826351","19.7143648371353","20.2153764846347","24.5564655796029","18.5744391306798","16.3895807759571","24.353121807574","20.3837034553955","26.4161827174576","25.6097650797943","15.854328895689","28.9944311555937","27.8572594216447","29.1813681831958","16.9801351641715","23.738247215004","18.063346447372","21.2387094516089","21.6215059581274","22.3296802742129","27.8908694769295","23.8439903755854","18.6700264984598","22.3868071262488","22.5546834299606","23.1330525812973","20.7595992415769","24.0013756204921","19.9899473544588","30.7976050240883","29.4661437969146","24.9042004968874","26.092544553348"
"M305.2144T564.3","305.214355705811","564.259011510211","100.457033843738","73.055527563372","90.4474763889946","87.4314671004346","87.0301946537847","64.4224322174826","87.7139540377325","67.6679737644777","69.063905696622","102.521380813366","74.1969836588995","70.4210770494989","75.5966136955097","81.4776812660774","66.0734386749516","89.38872334371","75.7170387281104","111.790288586626","94.6808202154934","78.4935337299847","76.0447198469635","76.535789863699","80.7260898989833","71.327774404781","79.0680302954768","85.7945127958475","58.2245666725248","91.216285123551","68.4216914093299","71.652436064724","72.2897494941844","143.585363995708","71.4894460111682","98.1689782431812","89.111731064878","83.4705218680114","60.4146664943321","80.9723698734565","86.783792999268","73.3883864510528"
"M306.0764T19.2","306.076443487307","19.191105595914","42.6852444211205","44.7198697754631","32.1956862155591","58.2586081796799","44.7615084878506","59.4869772500886","58.4971522279848","55.386392898248","71.7082767361924","57.3751170392684","76.6191684466634","59.9866497677075","33.5524413375256","31.0962159550657","47.4266665264862","76.08707676714","38.205010907256","45.7353914273577","55.2398951867176","71.1191553145857","61.5725954675403","56.0502253002487","48.9454841192985","33.4232843330157","52.8804133862736","57.1149535005541","39.4014313570365","54.6939963589699","46.7135135042022","50.0737362163318","62.4658707402308","57.3447143766112","52.9144684192079","41.7920210635921","45.9965873021256","64.4947158640008","55.1989140560972","49.1711034177416","55.6535989120549","48.0929304294385"
"M307.2571T606.7","307.257143732181","606.728996172161","21.1613339541436","27.370481526807","29.6705008702344","24.8671702702431","21.4123235646366","18.8111258496647","18.3053199582441","14.864198757147","18.426592462859","21.6760191487899","14.2179691071043","17.163641773272","18.4629755844278","27.1206018619268","18.9243782381131","23.1799651779868","25.4430523906037","10.6493156600355","24.5408171755372","16.653737507947","16.0689685591003","16.582929716795","16.5529195744296","27.8308555245217","21.4109243547838","13.6895313778677","24.9357782899912","14.7655985575249","19.4245983694054","15.3656518913112","17.7616687017031","14.8851445252571","14.2134878928146","25.0177324498964","19.4513694070174","24.7751658496491","20.0401850037787","18.9201432770314","21.180410998244","19.5043170674349"
"M307.1748T425.9","307.174767049421","425.93431772618","8.80528038185504","29.7439271437977","9.9161996596568","4.40344405555375","24.3630947744969","24.2239838764863","12.0956502074178","14.873414339059","28.5936229395284","7.15180580899418","43.6373986821591","11.0317058609996","15.4483591538482","13.2250975296547","15.4541713582414","9.33911340360749","9.3660578655048","17.029346687721","10.1377424945182","16.5192335711868","32.9612150687447","8.81660326873389","22.5309589558219","10.4848137327185","15.3782567723736","6.61754673326575","16.4961795466952","22.5226850298295","12.1385619465069","12.4611969956098","45.0404667197689","7.3546732098434","17.784325747204","19.1689607287105","15.0840630822867","9.90034199331156","8.26776739890588","19.4994777239035","17.0731265558792","11.0076585575305"
"M309.1698T521.5","309.16976305238","521.541565722344","279.482078869114","253.717643560638","243.10545322576","226.54588260136","286.886498157512","246.539686109711","273.176564773976","271.629276697677","272.242136836199","276.251661250231","264.481222782953","229.989364228955","261.939999309187","284.189524607955","263.835352075681","326.037637072723","233.214323944687","248.883917061339","266.560867798709","289.80831606398","261.385250399908","269.648624655078","276.640429561307","240.681225662653","256.854907088367","263.52532552206","264.252051702948","299.483619018376","243.053305153416","273.885719783371","297.580130119963","257.958568956536","293.186749399407","280.832355619143","287.34977742807","263.160454251938","234.093155119129","291.993017209019","270.451527315454","275.324020865681"
"M309.1733T675.4","309.173277209335","675.430583079967","984.06073819113","816.635294056376","902.09423073975","799.376256869482","915.954869127573","740.436052563136","897.499665559508","815.305977674507","776.176115410179","951.953604473815","752.966178491115","740.879452048193","743.346139133507","1027.72855120605","723.836410191905","984.394235906716","702.093778631702","759.494702698496","1047.25608972819","1096.27898891342","764.25448952792","734.950770307642","884.494980436575","774.279123944893","860.015749258091","750.135604135457","729.449649569506","1173.98972861263","804.14378381538","881.891374866443","871.22014471588","901.522982950377","945.012136639343","909.966357311787","1056.72050939739","915.217888495112","768.43115592801","998.306468955925","1054.30837247277","1143.09984228893"
"M309.1557T605.3","309.155710139609","605.295432909429","28.1156516743782","26.249948528305","24.5205011162268","143.624245993578","213.000366804494","182.476275828434","33.847788442736","173.66112164271","188.129332452004","183.405733829441","187.188777845783","23.4257971390798","168.638250361946","30.6644737788689","296.635404852252","192.360071736509","164.522302244518","172.056024937872","209.294277227437","183.796976904509","168.372965851743","179.978645651386","202.353012952153","27.096128284007","176.83719803969","160.435398460953","195.466125399407","20.935549195896","31.9901401457103","139.68458908572","23.1572254116618","16.4900958639173","24.0140174658154","194.848654726429","25.0430662152469","168.561864741665","192.722320984012","183.24224547232","187.397102761602","190.63761821053"
"M310.1734T521.5","310.173432436508","521.451958711888","54.5858091592891","55.092028392483","53.1149533983842","52.9426182993513","64.972557131792","45.6537155424555","63.548923004496","58.4977294451739","48.9227349929581","54.0762741611557","50.173874961561","48.83849246598","61.2806884640304","55.7412774334864","55.8445482173045","68.7617930839476","46.7618586328981","54.3689336428408","47.1869847025118","57.0628898118703","44.4185860204677","55.5107376226166","48.4501994983422","38.10361241527","61.0926986393088","44.8337443791916","57.2906581363384","68.4848396257876","46.0230529220315","48.6533024792082","62.495285119843","63.6635057257198","50.5806878404314","56.5598194461927","66.6466293540148","57.5539403786153","48.2082774791597","60.1302901988347","60.0947660526154","49.0652408185645"
"M310.1765T675.4","310.176549250145","675.430583079967","185.160135421768","134.563562154207","163.830458952527","124.394915752458","153.045343297755","126.070990408841","151.452375252781","145.387210090235","148.091126424509","172.423483317941","134.492691184914","105.61722012587","122.785172295493","194.246093875099","135.937967577482","167.005333138672","119.923304232855","135.333073480832","162.881894248209","189.8123665347","131.012345433929","111.957770521145","146.22394102762","133.589769332248","164.715379112018","125.661909641486","127.113370531578","195.433769715865","157.923427716324","164.831749098487","181.814638500513","150.860873559588","165.674764997994","146.014705321223","177.263041699553","165.554874957888","126.366625039833","167.337043127495","196.382751779123","191.236027789752"
"M311.0539T327.6","311.053868426348","327.587390551105","38.3769806225491","28.8711440054348","26.4036708377898","27.9760950534419","49.2467737509082","22.483919913092","32.5888897752484","30.6049412090942","32.806332605503","24.7321443777546","38.8425013469669","27.4087350043264","36.9887647131864","39.6139099379446","26.8573353570302","34.4505672861269","29.0203974468421","25.6109203926392","39.3796982203567","43.5182391645385","38.0624735044876","36.7171575399751","32.9799910744896","27.5789486546144","32.0058312136625","25.8027988225913","28.7510931695579","35.6420705434187","31.5786690058685","35.7022993883911","47.6792003136461","29.9149880900004","38.3725795124883","37.9501466053493","40.4681725693226","35.7459870696721","35.265850100076","41.7647081043388","37.6671772084533","50.0021895591417"
"M311.0826T517.3","311.082600201319","517.261614703859","85.9391991597704","80.3662529273506","77.3599691263516","60.808397222794","80.9921294524975","63.2828080237643","87.826177885243","81.317909071995","66.0858101621617","77.669683195003","79.1225081281323","64.1193607189416","75.5199450718905","74.8686484355607","75.1460318924341","93.7458665444677","73.4473351866181","78.7368776000512","82.6959554687292","70.0409940861082","83.4953220691077","89.8048840422198","76.0726624706695","75.6416088560982","72.6679505052525","76.9700643597753","59.0952043654403","90.5995141579206","68.2614601966293","55.6970944509376","84.1153719365426","71.8018191736264","88.5637299327045","83.5099323335359","76.5624600207235","88.5232975722852","72.8007886838095","85.0615854983446","70.9993432227413","81.3115119389713"
"M311.1682T677.4","311.16818663941","677.400244347328","32919.1169164836","28557.1389123117","30303.7804016786","26342.7044848403","33385.8349235476","26669.8332570837","31059.6269360299","28294.8562476601","28683.1853495345","33274.7419592842","29071.2259118624","26341.2332454543","28106.7573913757","34270.3990796842","30084.1235779344","33887.4077587292","23512.8017273848","30259.131627772","33425.6455997891","29962.6532833341","29102.544069896","29473.3191919951","31656.0657354814","29775.6288488739","32156.2115962766","26524.5809611685","27551.7013609522","34031.3530122489","27567.7711949162","24244.9056597889","32943.393649701","27763.5399180941","32585.1693024327","31550.1000368132","32152.7011015189","31302.550540731","27647.2312438167","32473.972669435","33325.7953029053","29926.8732296003"
"M311.2937T615.9","311.293700080893","615.929260420994","91.481306188172","112.64133530844","171.270008942922","93.6865185950441","120.00244952129","91.3123296544403","111.425704237072","82.2394080578588","104.26730479265","142.336755210863","105.85045156523","72.0493675002029","64.7453115986706","132.460328507834","54.5524449303518","106.335813053688","154.245895585467","61.7292222428064","131.733986981808","60.5110451983217","128.694797122795","91.2653390756067","96.5397091351343","101.898254428432","78.5975667564308","61.7455069940988","127.438271006232","91.0728719609205","88.822469366306","68.2651191303339","128.511087851685","66.6119781039366","82.0271832637633","143.343887632886","78.8274781352171","96.194229507889","115.858329104826","68.9186194579015","118.15358483347","62.9298762913571"
"M312.1718T677.3","312.171782721907","677.321734421408","6378.94522567764","5083.41868758863","5574.86545905131","4246.64321870991","6495.7831228876","5034.8435021349","6060.74833516923","5782.33488076048","5517.85780931782","7284.04165631719","5458.89930580805","4862.5053261324","5663.74285195979","6596.6194456912","6596.19524323473","6554.78749680824","5030.01512816569","6281.54283685578","7157.21299892403","5980.53452962509","5725.52200242232","6283.11560221651","5277.55743165761","5627.6498866494","6295.53728465195","4981.06651293006","4926.95314402837","7314.03908719986","5569.18192805024","4873.39055833944","5879.60128239903","4954.06726405772","6321.54130486476","6126.02941690953","5702.18440580668","5678.13640327965","5343.74502452437","6804.34174008652","6193.07575328757","6421.67371404787"
"M313.167T677.3","313.167028909526","677.259104320158","2436.64041948222","2660.88646645716","2225.04540018097","2088.36016182065","2212.89321164601","2034.399147401","2975.2214399744","2683.49701374575","2642.57222616944","2568.73961394894","2341.88188399204","1711.95866838178","2300.43159987083","2676.92791901529","2417.66985999224","2658.64321347896","2086.50433525639","2081.17021173122","2631.75277554011","2207.16048770905","1989.85006091979","2354.19950766294","2343.49142927904","2346.83220471716","2365.02627270247","2190.64807660219","2073.38640377941","2359.64467083601","2178.09084198147","1866.2357621434","3110.05471241685","1787.47885848861","2514.74343466621","2912.46067964817","2499.32003247775","2068.89029308015","1949.64775924291","2539.40071608998","2255.32719793599","2299.88721280991"
"M314.1702T676.7","314.170241756785","676.743572990824","467.372627214327","352.287986203507","401.135281617115","255.025266535661","367.38360996934","263.384374077762","437.065477017313","353.006512924702","376.040656064652","477.262612302333","352.906263708275","318.214947538524","326.201489916303","409.669827633018","372.991142316023","504.105085135128","279.570284632355","446.502916221812","500.176968977848","441.401504002287","388.963136556141","325.043682850642","389.357545542361","339.045609251432","365.814987832442","312.741450201009","329.328757480674","464.812994070962","353.798812566553","301.686789299256","431.186681749678","278.636868950025","428.455386797129","374.389875061326","361.891103188917","404.723396420963","324.347175946968","446.540292261186","420.142964611124","353.366867634686"
"M315.0717T108.4","315.071663910813","108.426059015854","18.6933977189976","11.5129446904255","25.7657518299408","26.8621662192437","37.1460834429385","21.8114013093392","23.9344146779308","20.6827306665706","26.8509578793133","30.3522064643246","29.9678354375839","21.2846934434285","18.0963570990055","26.7654760408765","55.8160095864595","31.6029546186833","27.3626437592776","29.6640056058107","29.2043640815155","41.9155410254098","31.0178929593326","22.0050467650951","21.335222247133","18.6106951580462","45.9369962864076","23.5343335190396","31.6007668797229","37.2581047289648","28.0724440686376","22.972816775927","29.1200370312754","19.7366400577304","12.0605760632767","22.2168871107161","64.0954312408763","25.20251789357","18.6786880034643","37.7160367682851","32.3442300595499","34.1047056896064"
"M315.2143T543.1","315.214327632623","543.0674128327","93.129142882126","76.5999632165731","79.0376955230604","73.7128981968495","84.1696570979257","62.1592825736443","69.229734084337","82.310047078172","82.8125256879608","80.8148527663035","76.1500858030922","74.1645480935913","72.7778882518833","79.5492751266622","81.7891057007073","79.4754180227511","86.356273583513","81.6486838971586","77.0912127913437","80.915332282977","89.449822557166","76.858519959773","81.1642192973486","70.6701520663337","81.859767156186","74.3705513104469","69.5092385785956","91.3512160993422","81.5366674028191","73.4651076729442","76.5179819142686","84.9064692264396","72.2026312707821","90.6993136677556","86.3710663848778","77.6634214809746","58.605582108108","87.2647352565182","88.7862036895822","87.1254161577017"
"M316.1811T527.4","316.181149711917","527.353551953335","19.1723610996662","14.2815413507746","20.3873315062752","14.8568806058024","18.8623521040317","12.1234970468913","19.8549212501881","9.91873939413094","20.1032348051975","17.8014463473563","14.1815968608483","19.1986615782069","15.8437740117808","15.0774541274651","17.5959247807623","21.3993537639926","14.854144792892","14.3601706139395","21.3302601491625","16.5710627981623","15.4375327370596","12.9954654489992","19.7859010147307","12.6429790187648","11.0086325702896","14.3398384950415","11.0392480192553","20.2897658699658","20.3328513667075","12.6621442066281","22.4831915931446","20.2945552764046","14.8734172224406","12.1103074018581","20.4058444244483","17.5519266750271","19.8073238107554","15.5919598766568","20.3672918855365","18.6864761120232"
"M317.1237T440.2","317.123682203924","440.171727052875","120.210488613707","109.560958623847","99.1961382846333","111.749563157544","119.051200140781","109.737558963763","116.589472895545","128.157785057766","104.784746205252","119.133278008477","107.672344233593","91.6511878630912","118.792983312206","120.910926169701","121.830838330552","132.152045543759","102.113038351978","93.9030019621432","124.994505239791","113.736885999359","106.272985964206","108.777768247057","128.477803282687","105.964264433539","99.9079072212646","99.1493086161317","107.204071800787","123.28953866804","103.526262890355","94.4144936971406","118.354180491157","110.499588362196","93.5322602233482","114.36918968041","128.07609593232","123.435805674769","99.357250001347","120.127625604355","123.43341452846","122.551045198795"
"M317.0469T26.9","317.046904360711","26.9088116588587","26.4977585361761","61.7753168093474","17.4949366971148","25.4685425598834","31.6723985256729","34.2773975534795","28.0511342202643","16.9499342801308","15.3488922607811","18.8860475875023","33.446632115468","32.7124136245284","35.4138390092445","29.8048371268573","9.36142606206935","11.5200541665002","20.3054349918765","12.636366108117","27.1304030906877","15.8875954682422","36.4282460130235","40.5600933325629","42.2815878436411","27.4021999363346","6.59354227448138","12.0845713895079","22.4332263710755","13.7139312285262","24.126108071856","12.6320233681762","34.1306170804848","29.0806760206021","44.9583686943441","24.8643835834212","9.32781780438485","11.5248034979522","25.1748095354558","14.7231300981775","22.437118906342","12.078132566793"
"M318.1269T440.2","318.12686157233","440.153253145024","26.2588756299019","17.0936010334181","16.0185493972888","24.4900220923882","21.6820711898016","13.8371648746087","18.9538283185211","20.5107672372604","17.2839394357109","24.6422722935677","19.0958333546753","14.6650708767211","21.1989886779966","17.5849670945207","21.2122575611502","19.4404991451947","15.9563846861856","21.1179164232954","19.0935002121114","18.2546827077622","11.5741478881684","24.9128294083202","17.7073048723832","21.7243959290444","17.6023222896965","14.8142109349153","16.8013384561371","20.0281603854864","11.0596887815907","20.5841315476719","17.9704295415524","15.8202855686552","12.3651719250298","24.5547766180043","17.0502460916541","17.5977209756319","17.6566978746778","16.8866214072364","20.7499290536562","13.8824487253041"
"M319.2305T595.2","319.230490505071","595.176325233587","54.7909938263888","66.1969335721947","70.1354419911461","37.6653801330315","57.4245360026281","46.7409541854005","63.3109476329006","60.1247484621282","59.2102508414599","82.9316239855091","58.5605467155826","54.0777715668853","60.0742040436308","69.4114515329753","65.0076994414766","64.668076116873","41.9846641508199","65.555603200849","67.8201634881433","58.9732015220733","68.5575905153673","58.0727303952817","71.3816527814461","63.5564041131981","52.4119068397982","47.2310318828724","55.2848648702093","65.5112875478929","47.7885985493172","44.2080042308424","77.9486352198814","62.3913891080883","63.5026138891215","69.3561963706876","67.6294446822249","72.1374938598124","45.8171081956498","56.7889229120489","62.3583543752476","59.0962230658333"
"M321.215T634","321.215021816897","634.014605291163","123.965927565872","105.122533248749","82.5373583843852","42.3321341739666","41.8920712430776","44.3106262313286","59.5716946046394","64.0954521099702","75.6785770382921","112.80207435495","61.4884087927554","80.881585378668","56.3026337416086","58.4831798504242","64.1843323010248","41.966066155463","47.3345894382292","58.8291386558758","66.3245151505128","46.4804776866325","73.1107042078911","70.3199486471422","49.400086498106","53.3838605880501","67.3935020156193","45.6197532386733","49.097003718872","67.196873856592","50.3522306078452","50.2723644515186","60.9970455840471","75.5289056469064","88.7028952440098","77.6500593289597","72.6861833234787","69.0949073028578","59.8284032077312","51.3391357838505","65.3979532004357","70.7518219729712"
"M321.1305T519.3","321.13054445385","519.274854394988","20.9914297032667","25.8388590409595","21.6584232506563","15.3756648398121","17.621792644902","13.3025260879688","21.4786408444168","19.8438298678224","15.9837614314892","20.3154326177689","17.4957251470789","16.539188035311","24.238301234864","18.1948623547683","20.231597406109","24.9728571917876","18.7190606231813","36.8270208566543","19.4433488208394","22.5564561136343","22.4751447481028","24.9211853996931","24.1640223417453","22.256623707542","23.0520635869547","14.8989309476106","19.8530696564608","18.9435442745795","20.8834810137123","23.0663417249798","23.1185208096235","22.3168003441751","18.5620099658215","22.3741045957831","23.1684913951637","24.568404822944","23.8469162808688","17.5025073969118","30.1262085872768","19.8192034040064"
"M323.1685T667.6","323.168525804194","667.589345554003","360.600565143257","330.031152819497","338.2238850455","243.926992144244","288.676020718223","219.039354954421","313.068681206317","283.423670721777","292.186956940558","332.374427851965","250.371663900352","263.058294893364","300.970623102694","374.74885318603","505.233062831362","348.153627593294","243.8577850155","267.536294209537","318.427590318741","325.636782742936","269.498113089333","259.785832834667","315.905938081378","264.689936353965","298.587671330073","257.980331760604","312.569226849155","348.773639454516","239.766504843666","276.603294520062","292.421421972556","261.282737101728","271.889076119725","308.042196499978","319.793642512503","292.309530496988","251.550208271804","324.579236445469","297.746162006765","313.814775345032"
"M323.2177T598.5","323.217745289658","598.477703440558","41.8829827281409","48.4092591313393","41.2390351571761","31.7142763266313","40.6931462990577","36.6091963006443","31.2192913363812","34.6040136990037","32.0330758278159","36.6890587346098","35.6796027330482","42.3527102570461","44.0423404114892","47.0295867484806","27.1335352546639","39.7729168739872","41.6228580556415","32.8622446190709","41.6527671594395","35.9634302457756","36.3049800364643","40.3215515984469","32.3689083644264","32.9611765016283","42.1514438823919","28.7520669686859","24.6523371578266","43.2462861503976","31.025941168107","30.022972916232","44.9598073639918","33.9039154060772","42.3778510647895","43.2273522501797","50.5919803429293","38.2572312100838","32.5672847286948","40.0421782057601","42.6731223073546","44.1618235296943"
"M323.189T724.1","323.189010722164","724.125621336934","37.1199436134893","45.6213152134472","42.010121836311","27.0696705071305","77.5522302227689","18.8603439645299","29.6674058532714","41.8776312419471","44.9091870031907","31.956378221895","35.0784143094542","34.2050158749827","83.6756503888576","32.5822729526451","43.4131095315661","32.5240598711355","34.1076550942227","57.7429186473538","37.9194335642127","43.0314536859775","28.3975315652074","35.4663650124567","98.5548721460077","41.8664224534742","36.2894605753792","48.0301647445137","40.7989669120887","28.9622467485135","38.5383837764405","22.6521357595337","48.3090952329092","48.895296249833","32.4171851126896","19.1850984397868","43.10807825149","88.7336323683376","32.0417885983084","30.0057416453715","51.2539493294301","48.2630805972685"
"M323.1335T328.1","323.133521996374","328.075216573452","26.4157937367299","36.4329168676918","40.0658737718604","18.5979738678869","39.1616620706627","35.6664074265636","30.3047123854412","34.893845867934","26.5276785130484","25.936065379501","48.3137405142279","29.7157874633356","38.412224276925","24.2320282033893","19.9092711049959","18.275285000693","16.011655041821","31.4631943784596","38.5483484116376","24.1864424085625","42.6099670867261","27.5005045826213","34.8649066282633","23.1769600092823","20.9243332723908","15.6027666782453","14.9306521578414","42.841723891367","24.8131293961007","20.8173900986461","40.885940750386","22.1161782927254","39.4300023613323","27.3070573988591","26.983927863694","17.1078403834904","13.824578050668","30.6113445748048","26.5699622655996","20.3323731362072"
"M324.1707T668","324.170670722262","668.035684455445","47.36525418058","54.309891854085","48.6536912366095","44.3560695365197","43.768626071278","42.7887292922948","54.6497013044474","54.781503548774","44.541731088573","64.8370643368244","64.8249328457314","51.9630150980438","46.8598712964613","55.8711516492161","78.3304353284266","64.602464750351","47.8157913846439","52.5795251165453","59.0002819426303","59.125354575923","44.0568827565869","44.0390772279206","51.3913087563516","50.702328259536","64.6011346678518","44.5703724067603","33.7579764477","61.6306092643948","51.0780285830218","41.1741919569492","58.2293046544878","46.6453990630007","63.37661618651","62.1843526546066","66.6101261909735","65.7196919791932","42.6693521448522","64.7498496290382","50.2046832857691","42.6217541302199"
"M325.0643T326.1","325.064315264909","326.134882152514","23.9062480263298","23.81275956801","16.6448762167894","22.6970293390029","15.9981702539884","18.7827820005617","28.428742219534","17.1692636150618","19.3904755315817","22.1554594089957","28.3750796979746","19.8586162550954","17.7617052802016","23.8606150509895","18.8548643117539","13.1864205573893","25.1126044321912","24.0394919512396","20.0725236492821","22.0993867031242","33.1569763275654","26.7565873810859","14.3876220737592","27.4956434382885","20.7527743081977","25.934102426647","17.7416346541351","20.4664983986158","14.2888298367216","20.5024905679563","27.1387185412875","29.0579733017013","13.7308097369569","20.0184098840873","33.0678396634853","28.1874335112548","32.589763044049","22.6471231803316","23.126926584807","26.5048207413838"
"M325.0918T186.5","325.091790427593","186.540929672605","46.2215343824937","137.877180852975","18.177586918848","11.2386244524504","31.6878135522325","115.880353069387","37.3567947873853","22.984197246722","25.1319557716979","15.9326251701032","63.5481198074954","16.0426060413643","10.4894641762494","19.2313958310592","39.6008848837846","38.5334400612301","12.1307901738796","9.37974906907623","27.5292629001638","26.1063466361767","56.4835609648727","13.2714871605617","6.60792285518106","25.2986316117458","25.2846337705851","40.2434804560835","12.7478735045524","11.5435199871798","32.9053656179476","22.5998525544305","75.5458988405167","11.2500906464006","13.1917268144898","27.0745674488799","35.8447565571256","38.5197989367398","16.4880931462922","13.7638273204163","24.1232982234484","24.7463304772095"
"M325.1827T604","325.182713248042","604.013942861675","7050.41904331235","6652.1353578801","6716.91304740422","4465.18896123744","6882.0736207679","5540.06423971565","6641.70023581052","6853.73929769695","6589.7465806019","7784.88568684429","6741.27308142443","6555.87730647562","6612.19872870445","7002.26187857554","6878.93695902128","6811.10440139533","6042.21195688887","6834.43989017317","6788.39562511783","6835.33732688986","6900.97349238778","6619.1124373547","6580.23663325663","6666.55179522625","6944.26669311367","6704.65243719494","6103.76519963611","7132.0241887191","6182.35420475352","5399.42880507005","6666.82281345179","6953.53547642406","7157.17197302208","6931.62260956771","7006.00166960758","7151.28023402765","6724.55437778667","6785.26284474938","6971.17769974303","7133.99635429016"
"M325.1835T725.1","325.183504253976","725.12791137575","12516.4850631995","14929.2065722838","12486.2126493355","6357.10156686415","11991.4426002867","8170.63246069008","11403.2016022576","14200.7521996861","14922.5816635632","10571.2330410769","14990.0315841674","15118.7326167208","17170.9448573924","14717.8886522778","17448.475732422","10381.2187614618","9869.90487384766","15360.5061284383","10626.0011411708","12898.793256908","15191.6528692086","14547.6716367422","11842.973864639","15507.882513831","11305.1211569433","13744.38254304","16543.4290657324","11285.6144892875","14429.233595846","8201.51447231146","11972.9021475123","13730.9504035438","12153.0030295343","9158.43465074123","11698.0950831257","9299.19868450405","14617.4566285135","11155.5722559253","11743.8209756299","11343.0161351344"
"M326.1872T604","326.187201202014","604.045677316252","1538.73386246819","1469.08693944507","1448.68270623649","962.56875385734","1509.48930012262","1145.75008650078","1520.94353316352","1507.30466951495","1463.04728193412","1766.14140408818","1399.34023383344","1412.70973375769","1388.57449330138","1537.73476648818","1442.41564155651","1520.26916618446","1274.36307594581","1469.29192192902","1520.10265338205","1554.79969271802","1526.48130986153","1469.87942519288","1447.89269702674","1408.30129656954","1513.72006228638","1524.57613613455","1314.99528073303","1562.87262140686","1402.65664516447","1121.72927062182","1467.54995616003","1453.37133444594","1579.39053505083","1560.60885239538","1536.48067136722","1560.79431932193","1537.6549120799","1492.92874185132","1491.74242740686","1592.7453736261"
"M326.187T725","326.186969708804","724.982696245782","2575.20173579335","3483.79584589433","2483.6285948299","1366.22331279283","2744.94832000827","1666.16045729103","2387.80040854498","2956.68354664827","2972.09492811539","2224.2087192409","3118.2307778315","3043.24098500411","3619.30265607981","3041.74837153563","3712.01613677598","2301.61183900725","2189.29719869691","3343.88395091645","2146.70518427991","3276.38005898603","3292.76201205311","2731.4020310807","2560.38255609305","3210.43505305658","2350.06578877826","3121.98716852255","3210.9116714035","2292.41834351006","3145.84117503197","1855.34821491328","2601.17712358774","3054.18276021893","2825.85513784631","2027.44499081196","2636.06612828626","1838.28818859391","3193.52420232209","2510.66393276323","2462.29628275402","2491.36219446496"
"M326.9017T10.2","326.901691308236","10.2293233762095","21.2556403032338","23.1557034743548","18.5457885065495","14.2476200108825","20.2022754093375","23.5694114823826","24.7505609651816","25.3878153353168","15.6320200959105","26.086339011663","0","24.7152078772947","15.6024757397162","22.5933640924677","13.8715274089375","18.4967034796397","18.3500141364172","15.1478405971737","20.6996781007303","17.3232916734742","0","20.1052903770665","0","19.5417345495861","20.5823317220963","13.924547146439","19.5261334063151","0","22.9622733900227","15.6636115956711","0","12.5183684417713","0","19.553159720767","15.64931987417","0","24.0562737977515","15.5611500853379","20.7768580672863","19.5582992335782"
"M327.1058T278.1","327.105807689304","278.106509954327","27.5651531681151","32.437538547536","25.9754484384208","41.9853115433938","36.7897439537624","35.8835822885594","37.3303798376483","22.3720331463165","32.4001812093776","27.4551472934659","36.6361965095377","37.1546323955498","23.6000852044494","20.0467941295083","21.8316714311088","24.2528184860692","22.3857701874654","15.3475260633045","25.8987884201418","27.5635723890628","29.6711555139361","33.5996428049805","23.5523201647854","18.1863414173116","28.2563106837126","27.4637835116459","24.7409831945498","19.9825265840583","24.7251188436265","30.4098352892118","32.2591898402069","33.6205285173896","26.7636321998659","14.7055204163727","28.7333326190348","19.2807437750992","20.0481349619822","17.6667148990346","20.5990429093632","35.1763581762552"
